"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,163,0.928167856418819,9.8576,10,984.9852,0.0057274172735494,0.80499957431915,FALSE
2,2500,140,0.942190388882774,9.898,10,995.4904,0.00515821037325754,0.813683164932544,FALSE
3,2500,2500,0.053319745814939,1.2092,2,2.9832,0.00296421698939943,1.95391144840694,FALSE
4,2500,154,0.942368518993956,9.868,10,988.1148,0.00488391018384175,0.78647515068882,FALSE
