"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.707692307692308,0.984615384615385,0.420525641025641,0.242382688936009,195,195
"catch",0.595419847328244,0.984732824427481,0.508969465648855,0.273103490216024,131,131
