"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-12-01","2024-12-01",1,0.320678820173453,-0.0306804760099049,0.91878304047259,0.564641153788612,0.094599772068243,0.867112107562675
2,"2024-12-02","2024-12-02",1,-0.0549616441707052,-0.886088472569798,1.18849817999235,0.568892336282831,-0.0306967447516849,0.947221558924725
3,"2024-12-03","2024-12-03",1,0.0379685931165939,-0.529575198310975,0.520877568539034,0.61465643050388,0.0918810812621,0.955233484857395
4,"2024-12-04","2024-12-04",1,0.150082947460855,-0.491514373470711,0.527560190557722,0.62503051622247,0.13334160114466,0.952734463333358
5,"2024-12-05","2024-12-05",1,-0.389783022774441,-0.847266081922478,0.243496093439642,0.552068457287311,0.00516712916967463,0.898835671797391
6,"2024-12-06","2024-12-06",1,-0.719641420873838,-1.06103781333003,-0.178684367853983,0.586939830418847,0.142808963443105,1.02445009926335
7,"2024-12-07","2024-12-07",1,-0.513456135535931,-0.908988525308027,0.129536587846945,0.586358784555499,-0.0423284764386917,0.983694111194295
8,"2024-12-08","2024-12-08",1,0.0186638509497229,-1.29387480568639,0.818971886958746,0.530450301101853,-0.210805908371787,0.996288021944803
9,"2024-12-09","2024-12-09",1,-0.425473189372611,-1.23412658404024,0.900300836574152,0.474475106257299,-0.258050421572684,0.902572967391686
10,"2024-12-10","2024-12-10",1,-0.0645056558189849,-0.728145215904617,0.366897330781388,0.425430354577496,-0.221875349516295,0.824501264035318
11,"2024-12-11","2024-12-11",1,-0.361848053143368,-0.78867575248867,0.299794421877828,0.542509618781485,-0.0177915192747003,0.90615135724046
12,"2024-12-12","2024-12-12",1,0.241857376820385,-0.292924534220416,0.703849027201643,0.612527408577265,0.164095733310245,0.986427608294406
13,"2024-12-13","2024-12-13",1,-0.537384125883905,-1.10484204728888,-0.0158076198102356,0.655119365097637,0.246455311757998,1.11913191099093
14,"2024-12-14","2024-12-14",1,-0.372966890238582,-0.748879572143274,0.261327169293611,0.798248762043013,0.231711059113732,1.17599545934581
15,"2024-12-15","2024-12-15",1,-0.314216642224515,-0.795876901308962,0.218761845973826,0.601674546152601,-0.109399936135115,1.02301490630404
16,"2024-12-16","2024-12-16",1,-0.384043127079917,-1.92260409115333,0.978235931905829,0.626350268437684,-0.114861247598661,1.07283481895831
17,"2024-12-17","2024-12-17",1,-0.268826198078409,-1.10117871280844,1.07979448671473,0.658581198981087,-0.0555141604189628,1.1264770827866
18,"2024-12-18","2024-12-18",1,-0.0480146835029763,-0.431852409255504,0.604527407513187,0.468737176858067,0.0952941359814601,1.12279849278229
19,"2024-12-19","2024-12-19",1,0.00835930731267212,-1.25163462345711,0.820773752090597,0.544952532991833,-0.0159445711274434,1.06558317785633
20,"2024-12-20","2024-12-20",1,-0.781717119633586,-1.19986037660837,-0.098676645741286,0.461196794646403,-0.000439917552904783,0.96476813784571
