"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,15,0.978211314013348,8.99,9,509.7036,0.00768759642231825,0.947575727035295,FALSE
2,2500,2,0.994263523429438,9.9988,10,1022.7524,0.00361940164463783,0.979642761445797,FALSE
3,2500,10,0.99515333515079,9.9932,10,1021.464,0.00325625986027334,0.992429164453989,FALSE
4,2500,18,0.983528185405077,8.9872,9,509.2288,0.00700644134193092,0.984441724417239,FALSE
