"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.739549839228296,0.980707395498392,0.502889871382637,0.226888676451512,311,311
"catch",0.741661613098848,0.989084293511219,0.499702092177077,0.278391271949214,1649,1649
