"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.596153846153846,0.980769230769231,0.514927884615385,0.262159958731504,52,52
"catch",0.559808612440191,0.985645933014354,0.507898724082935,0.296231961662125,627,627
