"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,0.949463516482494,0.772512335494432
2,"2024-12-02","2024-12-02",1,0,1,0,1,0,1,0,TRUE,2.07458665256215,0.97791830367641
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,11,0,TRUE,1.05045276685001,0.863352403595295
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,13,0,TRUE,1.01907456402843,0.819392862188698
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,10,0,TRUE,1.09076217536212,0.893668542627716
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,11,1,TRUE,0.882353445476046,0.881641135820242
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,4,0,TRUE,1.03852511315497,1.02602258763299
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,2.11284669264513,1.20709393031659
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,2.13442742061439,1.16062338896437
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,9,0,TRUE,1.09504254668601,1.04637661355161
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,6,0,TRUE,1.0884701743665,0.92394287651516
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,14,0,TRUE,0.996773561422058,0.822331874984161
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,11,0,TRUE,1.08903442747865,0.872676599232927
14,"2024-12-14","2024-12-14",1,1,1,1,1,1,6,0,TRUE,1.01020674143688,0.944284400232077
15,"2024-12-15","2024-12-15",1,1,1,1,1,1,6,0,TRUE,1.01463874728279,1.13241484243916
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,2.90084002305916,1.18769606655697
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,2.18097319952317,1.18199124320557
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,6,0,TRUE,1.03637981676869,1.02750435680083
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,2.07240837554771,1.08152774898377
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,8,0,TRUE,1.10118373086708,0.965208055398615
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,6,0,TRUE,1.10266741609031,1.00155741734397
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,5,0,TRUE,1.10917129003627,1.04625925158392
23,"2024-12-23","2024-12-23",1,1,1,1,1,1,9,0,TRUE,1.02372893710234,0.974194926371032
24,"2024-12-24","2024-12-24",1,1,1,1,1,1,6,0,TRUE,1.02014774721022,0.998197407933254
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,1.98439892772186,1.10955316387415
26,"2024-12-26","2024-12-26",1,1,1,1,1,1,5,0,TRUE,0.995740191495269,0.972341817444043
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,19,0,TRUE,0.965980686613678,0.823696500624155
