"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.07039952023137,0.832000739809201,3.06234288431192,5.19477488138398,1984,1.0003
"mu_mu_C[1]",0.187399549389818,-2.17677271589671,0.314161545381421,2.06191819316882,1178,1.004
"sigma_eps_E",0.23414485433172,0.0105789940454805,0.196333963383449,0.684970407154842,2121,1.0003
"sigma_eps_C",0.148216370564922,0.0221495785144634,0.12433798137843,0.41096484264822,2272,1.001
"phi_E",0.0869416986089922,-0.732093231585174,0.109493066515128,0.831921288919379,6039,1.0004
"phi_C",-0.234560369867773,-0.886085215826636,-0.297956261945658,0.686297942271424,5472,0.9998
"sigma_r_E",0.562238669058641,0.448232602881025,0.55688651115643,0.699763408706101,6135,0.9997
"sigma_r_C",0.771972372429644,0.701295693196707,0.771346771552841,0.84705063273819,4649,1.0005
"r_E",3.2888213652082,2.04219656938397,3.22453134759139,4.97729194490789,6165,0.9997
"r_C",1.68997574957168,1.39373837603012,1.6807405109367,2.03328220050259,4168,1.0005
"sigma_mu_E",1.14759483021763,0.0272616230239849,0.690188559942698,4.99603618186025,4244,1.0011
"sigma_mu_C",1.18736603788112,0.0242906524731928,0.719797571305725,5.46603296061752,486,1.0057
"sigma_IE",0.200634240855086,0.00580280853171011,0.143066191632803,0.719591889302949,8225,0.9999
"R_G",1.32397358497586,1.26529291187318,1.32363894366526,1.38426290341931,10511,0.9995
"R_G_boat",4.55163693187918,1.5354430535289,4.03723276490027,10.5280798905353,7788,0.9996
"B1",0.476700697728885,0.157162369261154,0.475773037721945,0.801701039493496,7954,0.9999
"B2",0.0541486284985793,-0.948290009707026,0.0440754989493301,1.17891491441135,3978,1.001
"B1_C",-0.201927650774701,-0.36325846940449,-0.202413914016119,-0.03445572103062,5435,1.0005
"B2_C",-0.0846528259450287,-0.463570161368784,-0.0832910637001905,0.292148672465388,4557,1
"gamma_C",-0.0195437957316804,-1.95038584694453,-0.0245453749462748,1.94477981149846,9110,0.9997
"kappa_OSP",3.14906924395227,1.69420418909894,3.00043030371729,5.44442361859017,6476,0.9997
"sigma_r_OSP",8.28046942886736,0.0360499903129011,0.991216768537605,30.6516909996796,4717,1
"r_OSP",1056.35748469155,0.00106436866343551,1.01780064720353,769.468191924617,5752,1.0001
"f_crab[1]",1,1,1,1,NA,NA
"f_lower[1]",0,0,0,0,NA,NA
