"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.64357365416708,-0.0624324714054743,2.67433413760601,5.11235107014638,4821,1.001
"mu_mu_C[1]",0.641755979237677,-2.13419600679574,0.870713026703314,2.3932852281668,4227,1.0007
"sigma_eps_E",0.929282580739535,0.540338411874995,0.874419391403808,1.66401816861,3015,1.0006
"sigma_eps_C",0.41973497540499,0.111809477699289,0.397913053968998,0.850337435663633,3231,1.0008
"phi_E",0.734457996860045,0.345690044378263,0.763902850235592,0.953604288516987,3262,1.0004
"phi_C",-0.126996061111767,-0.774971844788127,-0.166094358459715,0.727107641310281,4860,1.0004
"sigma_r_E",0.943012277942762,0.827009373127412,0.939842562873145,1.07368743094053,13963,0.9997
"sigma_r_C",0.772718125912792,0.656256201919941,0.770158271814714,0.905489949600095,9300,1.0007
"r_E",1.13979859344092,0.867449621516817,1.13211301367076,1.46210693563288,13766,0.9997
"r_C",1.70874461832155,1.21964301511786,1.68593191279031,2.32195159625165,8518,1.0008
"sigma_mu_E",1.24426356502621,0.0308491000283349,0.734876399794103,5.63938819614817,6556,1.0003
"sigma_mu_C",1.31384939255395,0.0313231415944057,0.779881421364179,5.96499341642723,5050,1.0005
"sigma_IE",0.200399134064357,0.00517538743053795,0.138531555015533,0.754345906270308,15460,0.9998
"R_G",1.28584776177308,0.675265886692431,1.23116042741958,2.21478645751139,15146,1
"R_G_boat",3.55274724281421,3.24265941425585,3.55195196749611,3.87515293753798,15534,0.9999
"B1",0.352688687169051,0.129446872601549,0.353397300537485,0.575860397807017,14016,0.9998
"B2",0.592418142421898,0.0884611908276643,0.586291373234567,1.13796485617315,14953,0.9998
"B1_C",-0.0124139096002151,-0.314804822662256,-0.0132683338178213,0.294696888887071,13639,0.9997
