"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.28033204615483,0.0187088270682588,1.2798922161979,1.24417950926601,1.31743788807131,0.955,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.669027909065391,0.156291994212455,0.684176233898269,0.322750848595013,0.926650017637254,0.651,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,0.573647904866097,0.22233890818827,0.60400325281728,0.0651302640965582,0.915711766695833,0.503,FALSE
"B1","normal(0, 1.0)",0,1,0.999611403748163,0.0673746387107149,0.99964770513801,0.867560843685508,1.13323806818372,0.933,FALSE
"B2","normal(0, 1.0)",0,1,0.0258107378478012,0.180324794698063,0.0231050399493247,-0.320151776639816,0.391571302951356,0.82,FALSE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.15774618135405,0.238360567415484,3.15845007541154,2.67468627860453,3.63041509827107,0.881,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.00668740576585364,0.215951286973406,-0.00443137958535256,-0.379059234316371,0.478474710793458,0.892,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,0.289527350617166,0.0625966733851548,0.282023259481051,0.187721811957605,0.431486035454093,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.291558391838859,0.0710633572079711,0.283006176115194,0.17851307917221,0.452760224938787,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.459889912429962,0.0226293835001685,0.459256072372459,0.417297727884674,0.506214679018077,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,1.08218068063271,0.03424131225655,1.08132971145884,1.0161096011978,1.15017827913745,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,28.7770533711507,1510.91508503399,2.01070629142619,0.0777771268332555,58.2352425252643,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,10.4858608651072,99.5334479844942,1.96327728147053,0.0733342822279171,53.8469185955385,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.391333270995896,0.0685571640268332,-0.391588464621268,-0.525743423801257,-0.258627881899029,0.931,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.51750798196158,2.38973095557102,3.9838499443259,1.52014694225777,10.4701897821462,0.011,TRUE
"tau_bar[1]","lognormal(log(2.477), 0.100)",2.48956675138938,0.249580365423244,2.43430094173601,0.23754181207723,2.42019643394063,2.01122180695341,2.9407735486228,0.048,TRUE
