"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-14",14,11,12,0.786,0.857,11,127,1,TRUE,1.03632388092269,0.927315352736032
2,"2024-12-15","2024-12-28",14,10,10,0.714,0.714,10,82,0,TRUE,1.05163069039209,0.935078836731233
3,"2024-12-29","2025-01-11",14,10,10,0.714,0.714,10,164,0,TRUE,1.054308388277,0.919051191369919
4,"2025-01-12","2025-01-25",14,9,8,0.643,0.571,9,76,1,TRUE,1.06472399943359,0.987418728640089
5,"2025-01-26","2025-02-08",14,8,8,0.571,0.571,8,56,0,TRUE,1.11289503616466,1.02714129037823
6,"2025-02-09","2025-02-22",14,8,8,0.571,0.571,8,39,0,TRUE,1.09997342940814,1.09007793707767
7,"2025-02-23","2025-03-08",14,10,10,0.714,0.714,20,106,1,TRUE,1.03209314899093,0.955022975640069
8,"2025-03-09","2025-03-22",14,9,9,0.643,0.643,27,57,0,TRUE,1.01737252036582,1.01710898561615
9,"2025-03-23","2025-04-05",14,9,9,0.643,0.643,27,102,0,TRUE,0.990166977013681,0.973673945645719
10,"2025-04-06","2025-04-19",14,4,4,0.286,0.286,10,95,0,TRUE,1.05143144041831,0.950676055019939
11,"2025-04-20","2025-05-03",14,8,8,0.571,0.571,24,95,0,TRUE,1.01857540851227,0.933409171697806
12,"2025-05-04","2025-05-17",14,7,7,0.5,0.5,21,73,0,TRUE,0.997607468097509,0.971220627614648
13,"2025-05-18","2025-05-31",14,4,4,0.286,0.286,12,54,0,TRUE,1.04433770842434,0.982220764329428
14,"2025-06-01","2025-06-14",14,4,4,0.286,0.286,12,47,0,TRUE,1.05804460969145,1.01328378441972
15,"2025-06-15","2025-06-28",14,2,2,0.143,0.143,6,28,0,TRUE,1.08120691276483,1.0759955235529
16,"2025-06-29","2025-07-12",14,2,2,0.143,0.143,6,27,0,TRUE,1.09004389159708,1.109663267345
17,"2025-07-13","2025-07-26",14,4,4,0.286,0.286,12,39,0,TRUE,1.04565331012479,1.00772691526237
18,"2025-07-27","2025-08-09",14,7,7,0.5,0.5,21,102,0,TRUE,1.02001009737403,0.940419936263795
19,"2025-08-10","2025-08-23",14,6,6,0.429,0.429,18,88,0,TRUE,1.02317824106411,0.972568169057132
20,"2025-08-24","2025-09-06",14,8,8,0.571,0.571,24,138,1,TRUE,1.01147915941169,0.921051089943387
21,"2025-09-07","2025-09-15",9,5,5,0.556,0.556,15,56,0,TRUE,1.01996310346891,1.00322236454073
