"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",1.35195597926697,1.35195597926697,-0.373085186303795,3.38783588827467,1.39443809093433,3021,1.0003,FALSE,NA,"BSS"
"mu_mu_C[1]",0.715357266581417,0.715357266581417,-0.693196864812252,1.81570203170602,0.685680741363122,3318,1.0001,FALSE,NA,"BSS"
"sigma_eps_E",1.364908591513,1.364908591513,0.601241379251122,3.56402507215884,1.54598822987242,2984,1.0003,FALSE,NA,"BSS"
"sigma_eps_C",0.410876380719169,0.410876380719169,0.0191220923475469,2.05875544672766,0.569142000484045,3605,1.0002,FALSE,NA,"BSS"
"phi_E",0.261959546115528,0.261959546115528,-0.511346408190995,0.839811638820256,0.237464611379867,4031,0.9999,FALSE,NA,"BSS"
"phi_C",0.0492090562999983,0.0492090562999983,-0.767236407609537,0.80802610047041,0.0438460462384133,8481,0.9998,FALSE,NA,"BSS"
"sigma_r_E",0.454571717544517,0.454571717544517,0.0700962400831291,0.873782412971444,0.456940964669891,5435,1.0008,FALSE,NA,"BSS"
"sigma_r_C",1.29309967538511,1.29309967538511,0.845532708842259,1.96991069131672,1.3225872593196,11033,0.9999,FALSE,NA,"BSS"
"r_E",4.83944090263872,4.83944090263872,1.30976507213578,203.522220944827,1373.48227707621,3462,1.0006,FALSE,NA,"BSS"
"r_C",0.59804793463022,0.59804793463022,0.257695553904458,1.39874702792401,0.659216219317317,10285,0.9997,FALSE,NA,"BSS"
"sigma_mu_E",2.02713399280542,2.02713399280542,0.0879580121563646,47.6505369990643,9.98905506452093,6119,1.0002,FALSE,NA,"BSS"
"sigma_mu_C",1.99946064323373,1.99946064323373,0.0675159934943236,54.4886997121049,10.72189368031,4960,1.0004,FALSE,NA,"BSS"
"sigma_IE",NA,0.139446590773455,0.00478939243116844,0.763168758661939,0.202716901817983,12239,0.9996,TRUE,"no I/E observations in this fit (IE_n = 0); sigma_IE is its prior","BSS"
"R_G",1.30362894175404,1.30362894175404,0.735258616717086,2.33486431807036,1.3620243894328,13018,0.9998,FALSE,NA,"BSS"
"R_G_boat",2.94312498457357,2.94312498457357,2.25999607074223,3.77169802116444,2.96272363234853,14632,1.0001,FALSE,NA,"BSS"
"B1",0.747426439612035,0.747426439612035,0.294993040340993,1.19269239278274,0.74500995341314,11691,0.9998,FALSE,NA,"BSS"
"B2",-0.00793778608838122,-0.00793778608838122,-1.99060280642689,1.91894351571517,-0.00641470600001217,14039,0.9998,FALSE,NA,"BSS"
"B1_C",0.0736105008072642,0.0736105008072642,-1.10362187820891,1.39035608471799,0.093628945828824,9381,0.9996,FALSE,NA,"BSS"
"kappa_OSP",NA,3.02178861680637,1.66448576637059,5.34149078224261,3.14544828937487,13581,1.0001,TRUE,"osp_scale_is_tau = 1: the OSP mean uses L, not kappa_OSP; this is the prior","BSS"
"sigma_r_OSP",0.6869263236866,0.6869263236866,0.438947047200419,1.06306374152219,0.70394431700014,9949,0.9998,FALSE,NA,"BSS"
"r_OSP",2.11923775458255,2.11923775458255,0.884874202393192,5.19010105808338,2.35514984086617,8387,0.9998,FALSE,NA,"BSS"
"f_crab[1]",0.164885036957347,0.164885036957347,0.0559739475773575,0.32938881804168,0.172918584110609,5097,0.9998,FALSE,NA,"BSS"
"f_crab[2]",0.339821596151619,0.339821596151619,0.206113925127252,0.494939856723678,0.342485836710997,7294,0.9999,FALSE,NA,"BSS"
"f_crab[3]",0.467354805481983,0.467354805481983,0.215466134581709,0.775548453104956,0.473974432841039,6612,0.9998,FALSE,NA,"BSS"
"f_lower[1]",0.0565224081133202,0.0565224081133202,0.00566354643866621,0.172827959915122,0.0647834989336602,5559,1.0003,FALSE,NA,"BSS"
"f_lower[2]",0.193021199572236,0.193021199572236,0.0951608624450142,0.329426010881719,0.198120573525375,7731,0.9999,FALSE,NA,"BSS"
"f_lower[3]",0.380927773882969,0.380927773882969,0.156623006595482,0.701149152145551,0.396209563854458,6234,0.9999,FALSE,NA,"BSS"
"sigma_f_out",1.00742321387226,1.00742321387226,0.131148428890977,2.79548285228186,1.13584117313795,4123,1,FALSE,NA,"BSS"
"cfi_kappa_out",19.8682399507471,19.8682399507471,5.5201088905471,83.2145877502774,26.0514742283847,7867,1.0002,FALSE,NA,"BSS"
"combo_c_out[1]",0.629910638352796,0.629910638352796,0.26533331122561,0.957112261680692,0.624876824786881,5711,1.0011,FALSE,NA,"BSS"
"combo_c_out[2]",0.417971947802645,0.417971947802645,0.194038248196579,0.669299927488969,0.421324674073421,7659,1.0001,FALSE,NA,"BSS"
"combo_c_out[3]",0.122345412112783,0.122345412112783,0.000135658724848305,0.524173051475444,0.16355419849501,4744,0.9998,FALSE,NA,"BSS"
"sigma_c_out",1.39542386857753,1.39542386857753,0.1105171490189,3.61047698293923,1.51875700623246,5710,1.0004,FALSE,NA,"BSS"
"cfc_kappa_out",20.5509669991745,20.5509669991745,5.03752361070048,85.2012850495098,26.6825144892259,7951,1.0005,FALSE,NA,"BSS"
"tau_bar[1]",2.925133090536,2.925133090536,1.90862113799048,4.59202878323663,3.01435176538213,10981,0.9999,FALSE,NA,"BSS"
