"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"gear",1,"2024-12-01",76,64.667,0.6941,0,2e-05,TRUE,TRUE
"gear",3,"2024-12-03",27,23.786,0.6624,0.00026,0.00098,TRUE,TRUE
"gear",4,"2024-12-04",30,23.786,0.7368,0.00026,0.00098,TRUE,TRUE
"gear",5,"2024-12-05",20,23.786,0.4401,0.00026,0.00098,TRUE,TRUE
"gear",6,"2024-12-06",25,23.786,0.6054,0.00026,0.00098,TRUE,TRUE
"gear",7,"2024-12-07",31,64.667,0.1259,0,2e-05,FALSE,TRUE
"gear",10,"2024-12-10",23,23.786,0.5427,0.00026,0.00098,TRUE,TRUE
"gear",11,"2024-12-11",20,23.786,0.4401,0.00026,0.00098,TRUE,TRUE
"gear",12,"2024-12-12",39,23.786,0.8851,0.00026,0.00098,FALSE,TRUE
"gear",13,"2024-12-13",22,23.786,0.5095,0.00026,0.00098,TRUE,TRUE
"gear",14,"2024-12-14",37,64.667,0.1961,0,2e-05,FALSE,TRUE
"gear",15,"2024-12-15",33,68.181,0.1288,0,2e-05,FALSE,TRUE
"gear",18,"2024-12-18",32,25.083,0.745,0.00021,0.00081,TRUE,TRUE
"gear",20,"2024-12-20",22,25.083,0.4704,0.00021,0.00081,TRUE,TRUE
"gear",21,"2024-12-21",20,68.181,0.0307,0,2e-05,FALSE,TRUE
"gear",22,"2024-12-22",19,68.181,0.0262,0,2e-05,FALSE,TRUE
"gear",23,"2024-12-23",29,25.083,0.6762,0.00021,0.00081,TRUE,TRUE
"gear",24,"2024-12-24",31,25.083,0.7235,0.00021,0.00081,TRUE,TRUE
"gear",26,"2024-12-26",33,25.083,0.7653,0.00021,0.00081,FALSE,TRUE
"gear",27,"2024-12-27",50,25.083,0.9512,0.00021,0.00081,FALSE,TRUE
"gear",28,"2024-12-28",58,68.181,0.4433,0,2e-05,TRUE,TRUE
"gear",31,"2024-12-31",96,85.298,0.6651,0,1e-05,TRUE,TRUE
"gear",32,"2025-01-01",55,85.298,0.27,0,1e-05,TRUE,TRUE
"gear",33,"2025-01-02",28,29.937,0.5173,0.00011,0.00042,TRUE,TRUE
"gear",34,"2025-01-03",55,29.937,0.9301,0.00011,0.00042,FALSE,TRUE
"gear",35,"2025-01-04",39,81.444,0.1245,0,1e-05,FALSE,TRUE
"gear",38,"2025-01-07",19,29.937,0.2593,0.00011,0.00042,TRUE,TRUE
"gear",39,"2025-01-08",29,29.937,0.544,0.00011,0.00042,TRUE,TRUE
"gear",40,"2025-01-09",35,29.937,0.6856,0.00011,0.00042,TRUE,TRUE
"gear",41,"2025-01-10",34,29.937,0.6644,0.00011,0.00042,TRUE,TRUE
"gear",42,"2025-01-11",149,81.444,0.9334,0,1e-05,FALSE,TRUE
"gear",45,"2025-01-14",50,22.525,0.9718,0.00032,0.00121,FALSE,TRUE
"gear",47,"2025-01-16",16,22.525,0.3297,0.00032,0.00121,TRUE,TRUE
"gear",48,"2025-01-17",47,22.525,0.9605,0.00032,0.00121,FALSE,TRUE
"gear",49,"2025-01-18",62,61.244,0.5791,1e-05,3e-05,TRUE,TRUE
"gear",52,"2025-01-21",16,22.525,0.3297,0.00032,0.00121,TRUE,TRUE
"gear",53,"2025-01-22",8,22.525,0.072,0.00032,0.00121,FALSE,TRUE
"gear",54,"2025-01-23",16,22.525,0.3297,0.00032,0.00121,TRUE,TRUE
"gear",55,"2025-01-24",9,22.525,0.0956,0.00032,0.00121,FALSE,TRUE
"gear",56,"2025-01-25",68,61.244,0.6509,1e-05,3e-05,TRUE,TRUE
"gear",60,"2025-01-29",32,18.357,0.9049,0.00069,0.00251,FALSE,TRUE
"gear",61,"2025-01-30",24,18.357,0.7567,0.00069,0.00251,FALSE,TRUE
"gear",62,"2025-01-31",14,18.357,0.3802,0.00069,0.00251,TRUE,TRUE
"gear",63,"2025-02-01",48,49.904,0.5406,1e-05,6e-05,TRUE,TRUE
"gear",67,"2025-02-05",2,18.357,0.006,0.00069,0.00251,FALSE,FALSE
"gear",68,"2025-02-06",4,18.357,0.0257,0.00069,0.00251,FALSE,TRUE
"gear",69,"2025-02-07",13,18.357,0.3345,0.00069,0.00251,TRUE,TRUE
"gear",70,"2025-02-08",65,52.34,0.7325,2e-05,6e-05,TRUE,TRUE
"gear",73,"2025-02-11",20,18.797,0.614,0.00064,0.00231,TRUE,TRUE
"gear",74,"2025-02-12",11,18.797,0.232,0.00064,0.00231,FALSE,TRUE
"gear",76,"2025-02-14",23,18.797,0.7131,0.00064,0.00231,TRUE,TRUE
"gear",77,"2025-02-15",65,51.134,0.7481,1e-05,6e-05,TRUE,TRUE
"gear",81,"2025-02-19",12,18.797,0.2751,0.00064,0.00231,TRUE,TRUE
"gear",82,"2025-02-20",30,18.797,0.8683,0.00064,0.00231,FALSE,TRUE
"gear",83,"2025-02-21",18,18.797,0.5369,0.00064,0.00231,TRUE,TRUE
"gear",84,"2025-02-22",28,51.134,0.1822,1e-05,6e-05,FALSE,TRUE
"gear",87,"2025-02-25",11,17.17,0.2729,0.00081,0.00292,TRUE,TRUE
"gear",88,"2025-02-26",32,17.17,0.9309,0.00081,0.00292,FALSE,TRUE
"gear",89,"2025-02-27",32,17.17,0.9309,0.00081,0.00292,FALSE,TRUE
"gear",90,"2025-02-28",16,17.17,0.5129,0.00081,0.00292,TRUE,TRUE
"gear",91,"2025-03-01",105,46.675,0.979,2e-05,7e-05,FALSE,FALSE
"gear",94,"2025-03-04",1,17.17,0.0023,0.00081,0.00292,FALSE,FALSE
"gear",94,"2025-03-04",3,17.17,0.0157,0.00081,0.00292,FALSE,FALSE
"gear",94,"2025-03-04",9,17.17,0.1823,0.00081,0.00292,FALSE,TRUE
"gear",95,"2025-03-05",0,17.17,4e-04,0.00081,0.00292,FALSE,FALSE
"gear",95,"2025-03-05",7,17.17,0.1055,0.00081,0.00292,FALSE,TRUE
"gear",95,"2025-03-05",1,17.17,0.0023,0.00081,0.00292,FALSE,FALSE
"gear",96,"2025-03-06",17,17.17,0.5575,0.00081,0.00292,TRUE,TRUE
"gear",96,"2025-03-06",35,17.17,0.9552,0.00081,0.00292,FALSE,TRUE
