"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.556270096463023,0.961414790996785,0.509994080320746,0.275746441406786,311,311
"catch",0.450635978195033,0.983646274984858,0.49841686843113,0.280326725784525,1651,1651
