"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",50557.1472,113.327752463372,10448.707997069,32858.05,43294.75,49608.5,56944.5,73958.85,8500.65974641508,1.00030781811888
"E_sum",16241.2064740292,23.6642289316505,2536.42625233049,11746.800215608,14436.9539235949,16111.2426140071,17848.4140522826,21665.9081904489,11488.4056755791,1.00023890068221
"C_sum_gear[1]",50557.1472,113.327752463372,10448.707997069,32858.05,43294.75,49608.5,56944.5,73958.85,8500.65974641508,1.00030781811888
"B1",0.496777979799739,0.00106137183963214,0.119513344551619,0.260852880519819,0.41722415010194,0.495937795260276,0.578897783569451,0.732228530654326,12679.3701065447,0.999924970093763
"B2",0.450136110835322,0.00263469868753546,0.291749009549469,-0.106283803856985,0.249509861682799,0.445864310387318,0.646170732192997,1.03766447105017,12261.8746036836,1.0000350556808
"r_C_gear_out[1]",1.51502069599947,0.00275291484881013,0.252037282269877,1.08303453857163,1.3383311887978,1.49081048858964,1.66655890162872,2.0719029184432,8381.92980081244,1.00009481417981
"sigma_eps_C_gear_out[1]",0.254004263930182,0.00362994917244686,0.172739501990023,0.0127580157768209,0.11853747102378,0.227990280887659,0.358385959000163,0.656182164328579,2264.55169119311,1.00122785587699
"f_crab_out[1]",0.915087322288345,0.000455016570166974,0.0424938354371378,0.816796646541827,0.889815066542537,0.920657744279364,0.946668923616753,0.980155347444185,8721.6255798237,0.999864425063462
"f_crab_out[2]",0.884456490639531,0.000430671184327994,0.0505888740455131,0.766228947587671,0.855014531328708,0.891725003931703,0.921352241039921,0.963199967572514,13798.0717077495,0.99972532346749
"f_crab_out[3]",0.854327594116863,0.000767219989241275,0.0786270403677835,0.667812051053185,0.809891723817599,0.86611581408711,0.911788955082034,0.970795089954985,10502.7744284441,0.999715418678856
"f_crab_out[4]",0.741573120011786,0.000928730405469881,0.097149829462673,0.53477430814538,0.678094156099715,0.747406670622975,0.812784757341203,0.908758448816647,10942.2027357996,1.00001776356245
"f_crab_out[5]",0.621490227249712,0.00079648157113095,0.0836977633559488,0.449399334333235,0.566219606027405,0.624508084642888,0.679698047852249,0.774993608665989,11042.7246169743,0.999686353578198
"f_crab_out[6]",0.507958684153831,0.000840651711035598,0.0944156099296052,0.319851953343565,0.444491991363693,0.509269730522096,0.573105373777732,0.687264960991935,12614.0748461529,0.999677155646493
"f_crab_out[7]",0.472091020765019,0.000861273908222629,0.101987047906736,0.275840050636379,0.401462179926544,0.471088098748537,0.539915346344387,0.67880680158321,14021.9192099811,0.999791101461035
"f_crab_out[8]",0.421834586161653,0.000862835383258221,0.0948890296087968,0.246588910458799,0.356326094555888,0.418098222890219,0.484441456810586,0.617282982875822,12094.1713619744,0.999964222225744
"f_crab_out[9]",0.306959217785473,0.000709149547549829,0.0732656466068349,0.174570486219219,0.256159633917806,0.302429286624748,0.353235695099412,0.460606352372096,10673.9487532496,1.00023688098643
"f_crab_out[10]",0.203394495755021,0.000724893571990477,0.0748890148025637,0.0747692011237869,0.148464529496836,0.198265167749851,0.251716296036725,0.363398639501904,10673.0301750751,0.999963345694868
"sigma_f_out",0.694327630274774,0.00452236427868817,0.285568694572725,0.29982142494702,0.491192842503593,0.639455034131722,0.840023223865222,1.38843350538258,3987.40278971248,0.999884996666178
"cfi_kappa_out",28.3677554062994,0.241145464630433,22.663857029,6.81528323390119,14.6176298210839,22.3355759833887,34.2969646377941,84.6983921409066,8833.02474565935,0.999770664183895
"combo_c_out[1]",0.0294837241786776,0.000256157396485322,0.0265866708283958,0.0010982316833274,0.0100685227537026,0.0222159243655033,0.0413087170498082,0.0997719130684256,10772.4407985366,1.00007345781534
"combo_c_out[2]",0.0292828363468221,0.00029181732453643,0.0284664627152916,0.000711075174008726,0.00885650146738421,0.0205740526219577,0.0405938748330918,0.105319728275047,9515.79036877828,0.999954327352263
"combo_c_out[3]",0.080403996113913,0.000874398934182681,0.0824219332271218,0.0013154730041776,0.021312111917114,0.0537977821615538,0.113329750227302,0.30490785903732,8885.18253843488,0.999815926302406
"combo_c_out[4]",0.396208322527477,0.00139792282457838,0.14672677780467,0.133474660829914,0.289563402579921,0.390013534584466,0.495385321820657,0.704145940571976,11016.7214530817,0.999796994547031
"combo_c_out[5]",0.391008409331899,0.000981471059510852,0.106363967688595,0.193680137750813,0.315848179179985,0.389945767497084,0.460601418378015,0.608388564429266,11744.4872983237,0.999912124336619
"combo_c_out[6]",0.474537809519263,0.00115659861004843,0.134223282587052,0.216971284472395,0.378455632287738,0.472204047646188,0.569625129942501,0.735296451748118,13467.6052875576,0.999703914788099
"combo_c_out[7]",0.529302435474926,0.00128688167779787,0.145349998321534,0.239702184764614,0.429311853418368,0.533221558996084,0.6304824723931,0.80279913447884,12757.1254719222,0.999986525329584
"combo_c_out[8]",0.642325635732592,0.00134129772830778,0.132972926575312,0.367785766703589,0.552102455157301,0.647611895908752,0.738930776431176,0.880542829030953,9828.24731138847,0.999746851701626
"combo_c_out[9]",0.586326656289282,0.00121434332458924,0.124820132698123,0.32896426916229,0.501036724685407,0.592434476610647,0.675936978477543,0.81290913957424,10565.4086726946,1.0000905794751
"combo_c_out[10]",0.794968184532699,0.00174153661999516,0.154061775243407,0.447791380641684,0.694381252477748,0.822468677658978,0.921816399917367,0.9961065898727,7825.72484406585,1.00011436272848
"sigma_c_out",1.13397910864455,0.00879880093108014,0.510855919406677,0.390555173025977,0.767509892184638,1.04751591643789,1.40974465587964,2.37849018257604,3370.93109983956,1.00228709140843
"cfc_kappa_out",18.3654048358191,0.205415402179022,18.793480963593,2.70139187063823,7.22803367867142,12.8560495073911,22.7160442274435,67.4911098699421,8370.44309839114,0.999993037923824
