"data_type","day_index","event_date","observed","fitted_mean","pit","in_50","in_95"
"gear",2,"2024-09-17",30,31.126,0.5619,TRUE,TRUE
"gear",3,"2024-09-18",29,31.126,0.5404,TRUE,TRUE
"gear",4,"2024-09-19",55,31.126,0.8893,FALSE,TRUE
"gear",5,"2024-09-20",29,49.733,0.2725,TRUE,TRUE
"gear",6,"2024-09-21",48,49.733,0.562,TRUE,TRUE
"gear",9,"2024-09-24",50,31.126,0.8516,FALSE,TRUE
"gear",10,"2024-09-25",13,31.126,0.1552,FALSE,TRUE
"gear",12,"2024-09-27",34,49.733,0.3525,TRUE,TRUE
"gear",13,"2024-09-28",79,49.733,0.8493,FALSE,TRUE
"gear",16,"2024-10-01",30,30.269,0.5787,TRUE,TRUE
"gear",18,"2024-10-03",45,30.269,0.816,FALSE,TRUE
"gear",19,"2024-10-04",29,48.337,0.2841,TRUE,TRUE
"gear",20,"2024-10-05",72,48.337,0.8197,FALSE,TRUE
"gear",23,"2024-10-08",30,30.269,0.5787,TRUE,TRUE
"gear",24,"2024-10-09",29,30.269,0.5572,TRUE,TRUE
"gear",26,"2024-10-11",14,48.337,0.0711,FALSE,TRUE
"gear",27,"2024-10-12",62,48.337,0.7393,TRUE,TRUE
"gear",28,"2024-10-13",64,48.337,0.7575,FALSE,TRUE
"gear",30,"2024-10-15",27,27.663,0.5663,TRUE,TRUE
"gear",31,"2024-10-16",37,27.663,0.7602,FALSE,TRUE
"gear",32,"2024-10-17",43,27.663,0.8373,FALSE,TRUE
"gear",33,"2024-10-18",39,44.322,0.501,TRUE,TRUE
"gear",34,"2024-10-19",62,44.322,0.7874,FALSE,TRUE
"gear",36,"2024-10-21",29,27.663,0.6121,TRUE,TRUE
"gear",37,"2024-10-22",25,27.663,0.5173,TRUE,TRUE
"gear",38,"2024-10-23",35,27.663,0.7284,TRUE,TRUE
"gear",39,"2024-10-24",24,27.663,0.4917,TRUE,TRUE
"gear",40,"2024-10-25",10,44.322,0.0429,FALSE,TRUE
"gear",41,"2024-10-26",36,44.322,0.4509,TRUE,TRUE
"gear",42,"2024-10-27",18,44.322,0.1402,FALSE,TRUE
"gear",45,"2024-10-30",18,25.052,0.3889,TRUE,TRUE
"gear",46,"2024-10-31",12,25.052,0.2048,FALSE,TRUE
"gear",47,"2024-11-01",33,40.004,0.4656,TRUE,TRUE
"gear",48,"2024-11-02",79,40.004,0.9247,FALSE,TRUE
"gear",51,"2024-11-05",8,25.052,0.0985,FALSE,TRUE
"gear",52,"2024-11-06",17,25.052,0.3581,TRUE,TRUE
"gear",53,"2024-11-07",25,25.052,0.5857,TRUE,TRUE
"gear",54,"2024-11-08",36,40.004,0.5198,TRUE,TRUE
"gear",55,"2024-11-09",22,40.004,0.2509,TRUE,TRUE
"gear",59,"2024-11-13",25,24.402,0.6032,TRUE,TRUE
"gear",60,"2024-11-14",43,24.402,0.8845,FALSE,TRUE
"gear",61,"2024-11-15",46,38.963,0.6909,TRUE,TRUE
"gear",62,"2024-11-16",57,38.963,0.8088,FALSE,TRUE
"gear",65,"2024-11-19",13,24.402,0.2474,FALSE,TRUE
"gear",66,"2024-11-20",0,24.402,8e-04,FALSE,FALSE
