"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-561.113593534906,23.8706578213247,12.3598000827165,0,-548.75
"catch",131,-451.424243962937,9.71456175818998,10.2543295444806,1,-441.17
