"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-561.025589575785,24.1675223576698,8.44663685941336,0,-552.58
"catch",131,-451.577027097715,9.78618624774194,10.4798598609147,1,-441.1
