"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,2,0.998042473610041,10.998,11,2045.8592,0.00206419012231424,0.940042226973019,FALSE
2,2500,9,0.990381354958838,9.9952,10,1021.7348,0.00457437721812594,0.980729801376855,FALSE
3,2500,1,0.998433746401467,10.9984,11,2046.2448,0.00177518703331637,0.904242498720965,FALSE
4,2500,33,0.96227638304598,8.9744,9,507.6716,0.00915754182835898,0.928899360860209,FALSE
