"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.755627009646302,0.983922829581994,0.501121382636656,0.22382406310938,311,311
"catch",0.736203759854457,0.989084293511219,0.498009399636143,0.277569984811084,1649,1649
