"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",26614,39123,32736,47618
"Dungeness_Kept","Expected_Catch",44810,67223,50638,93419
"Dungeness_Kept","Predictive_Catch",NA,67241,50659,93435
