"day_index","event_date","cpue_model_median","cpue_model_lo95","cpue_model_hi95","cpue_raw_interview","n_interviews"
1,"2024-12-01",3.95787373398577,2.99584000404948,5.30489257854513,NA,0
2,"2024-12-02",4.04619499325845,3.05700932688773,5.52546871731331,3,1
3,"2024-12-03",4.04619499325845,3.05700932688773,5.52546871731331,4.6875,4
4,"2024-12-04",4.04619499325845,3.05700932688773,5.52546871731331,3.31428571428571,7
5,"2024-12-05",4.04619499325845,3.05700932688773,5.52546871731331,3,2
6,"2024-12-06",3.95787373398577,2.99584000404948,5.30489257854513,4.8875,4
7,"2024-12-07",3.95787373398577,2.99584000404948,5.30489257854513,6,1
8,"2024-12-08",3.95787373398577,2.99584000404948,5.30489257854513,NA,0
9,"2024-12-09",4.04619499325845,3.05700932688773,5.52546871731331,NA,0
10,"2024-12-10",4.04619499325845,3.05700932688773,5.52546871731331,0.5,1
11,"2024-12-11",4.04619499325845,3.05700932688773,5.52546871731331,6,1
12,"2024-12-12",4.04619499325845,3.05700932688773,5.52546871731331,6.5,2
13,"2024-12-13",3.95787373398577,2.99584000404948,5.30489257854513,4.5,1
14,"2024-12-14",3.95787373398577,2.99584000404948,5.30489257854513,NA,0
15,"2024-12-15",3.95787373398577,2.99584000404948,5.30489257854513,NA,0
16,"2024-12-16",4.04619499325845,3.05700932688773,5.52546871731331,NA,0
17,"2024-12-17",4.04619499325845,3.05700932688773,5.52546871731331,NA,0
18,"2024-12-18",4.04619499325845,3.05700932688773,5.52546871731331,2,3
19,"2024-12-19",4.04619499325845,3.05700932688773,5.52546871731331,NA,0
20,"2024-12-20",3.95787373398577,2.99584000404948,5.30489257854513,6,1
21,"2024-12-21",3.95787373398577,2.99584000404948,5.30489257854513,6,1
22,"2024-12-22",3.95787373398577,2.99584000404948,5.30489257854513,2.5,1
23,"2024-12-23",4.04619499325845,3.05700932688773,5.52546871731331,NA,0
24,"2024-12-24",4.04619499325845,3.05700932688773,5.52546871731331,NA,0
