"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.76100738605339,1.00099371428491,2.74943218314411,4.46791098249894,1790,1.0004
"mu_mu_C[1]",1.05679020478714,0.604120573955764,1.06108151100176,1.45756979375335,1270,1.0008
"sigma_eps_E",1.08385904192807,0.624182586881034,1.03230778597616,1.8471238389631,1566,1.0043
"sigma_eps_C",0.431730912035071,0.0954163432441945,0.409532181244384,0.874725232946704,1263,1.0022
"phi_E",0.654876098916668,0.202908818662837,0.683938389312284,0.929993203058599,1739,1.0001
"phi_C",-0.131759033567071,-0.779065542990082,-0.167271227118535,0.691483569570485,2182,1.0002
"sigma_r_E",0.93158708994413,0.818433803886995,0.927447842228474,1.05574706419774,5217,0.9993
"sigma_r_C",0.774528613105049,0.653764415713122,0.771840685507601,0.909613938128954,3665,1.0004
"r_E",1.16728185171499,0.897181347371157,1.16257508112849,1.49290744126167,5226,0.9994
"r_C",1.70265510848529,1.20860889894969,1.6785901301715,2.33968530655519,3863,1.0006
"sigma_mu_E",12.3919140556413,0.0932407840197536,2.06514047532731,42.9311846628055,2404,1.0013
"sigma_mu_C",66.4488317167547,0.0751402916920709,2.02906411310523,44.7434977066092,1803,1.0013
"sigma_IE",0.198881566348426,0.00673260551797043,0.13649727044469,0.724065153795834,6313,0.9994
"R_G",1.35780351787597,0.72329359280334,1.302802128418,2.32860563223341,6180,0.9993
"R_G_boat",3.55515337824161,3.2410383115265,3.55379130734877,3.88951943035444,7648,0.9993
"B1",0.265339627956032,-0.0461106839642518,0.268327193683998,0.573843013866812,5105,1.0003
"B2",0.530762181127237,-0.1892706502773,0.512274799953315,1.34194441397939,5309,0.9993
"B1_C",-0.0247484797485918,-0.327385916963163,-0.0237888836587331,0.270321959020238,4977,0.9997
