"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.35780351787597,0.410827605850968,1.302802128418,0.72329359280334,2.32860563223341,0.016,TRUE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.654876098916668,0.1922492728248,0.683938389312284,0.202908818662837,0.929993203058599,0.57,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.131759033567071,0.391549446568345,-0.167271227118535,-0.779065542990082,0.691483569570485,0.124,TRUE
"B1","normal(0, 1.0)",0,1,0.265339627956032,0.159340853339663,0.268327193683998,-0.0461106839642518,0.573843013866812,0.841,FALSE
"B2","normal(0, 1.0)",0,1,0.530762181127237,0.388692017680684,0.512274799953315,-0.1892706502773,1.34194441397939,0.611,FALSE
"mu_mu_E[1]","normal(2.303, 2.0)",2.30258509299405,2,2.76100738605339,0.851176538534045,2.74943218314411,1.00099371428491,4.46791098249894,0.574,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,1.05679020478714,0.22357502729359,1.06108151100176,0.604120573955764,1.45756979375335,0.888,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,1.08385904192807,0.322015073034624,1.03230778597616,0.624182586881034,1.8471238389631,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.431730912035071,0.194872564682332,0.409532181244384,0.0954163432441945,0.874725232946704,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.93158708994413,0.0613354048513154,0.927447842228474,0.818433803886995,1.05574706419774,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.774528613105049,0.0651300328594598,0.771840685507601,0.653764415713122,0.909613938128954,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,12.3919140556413,191.660970636043,2.06514047532731,0.0932407840197536,42.9311846628055,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,66.4488317167547,2267.99438301753,2.02906411310523,0.0751402916920709,44.7434977066092,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.0247484797485918,0.152307160593561,-0.0237888836587331,-0.327385916963163,0.270321959020238,0.848,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,3.55515337824161,0.163945957879267,3.55379130734877,3.2410383115265,3.88951943035444,0.932,FALSE
