"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.578778135048232,0.945337620578778,0.504308681672026,0.277606497242918,311,311
"catch",0.731958762886598,0.983626440266828,0.498955427531837,0.281926953749656,1649,1649
