"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"gear",1,"2024-12-01",76,75.171,0.5928,0,1e-05,TRUE,TRUE
"gear",3,"2024-12-03",27,23.288,0.68,0.00018,0.00076,TRUE,TRUE
"gear",4,"2024-12-04",30,23.288,0.7546,0.00018,0.00076,FALSE,TRUE
"gear",5,"2024-12-05",20,23.288,0.4512,0.00018,0.00076,TRUE,TRUE
"gear",6,"2024-12-06",25,23.288,0.622,0.00018,0.00076,TRUE,TRUE
"gear",7,"2024-12-07",31,63.335,0.1227,0,1e-05,FALSE,TRUE
"gear",10,"2024-12-10",23,22.282,0.5918,0.00022,0.00089,TRUE,TRUE
"gear",11,"2024-12-11",20,22.282,0.4845,0.00022,0.00089,TRUE,TRUE
"gear",12,"2024-12-12",39,22.282,0.9152,0.00022,0.00089,FALSE,TRUE
"gear",13,"2024-12-13",22,22.282,0.5574,0.00022,0.00089,TRUE,TRUE
"gear",14,"2024-12-14",37,60.594,0.2179,0,1e-05,FALSE,TRUE
"gear",15,"2024-12-15",33,60.594,0.1634,0,1e-05,FALSE,TRUE
"gear",18,"2024-12-18",32,20.874,0.8534,0.00031,0.00126,FALSE,TRUE
"gear",20,"2024-12-20",22,20.874,0.6107,0.00031,0.00126,TRUE,TRUE
"gear",21,"2024-12-21",20,56.765,0.0503,0,2e-05,FALSE,TRUE
"gear",22,"2024-12-22",19,56.765,0.043,0,2e-05,FALSE,TRUE
"gear",23,"2024-12-23",29,30.442,0.5299,6e-05,0.00027,TRUE,TRUE
"gear",24,"2024-12-24",31,30.442,0.5823,6e-05,0.00027,TRUE,TRUE
"gear",26,"2024-12-26",33,30.442,0.6311,6e-05,0.00027,TRUE,TRUE
"gear",27,"2024-12-27",50,30.442,0.893,6e-05,0.00027,FALSE,TRUE
"gear",28,"2024-12-28",58,82.811,0.2983,0,0,TRUE,TRUE
"gear",31,"2024-12-31",96,94.882,0.5913,0,0,TRUE,TRUE
"gear",32,"2025-01-01",55,90.207,0.232,0,0,FALSE,TRUE
"gear",33,"2025-01-02",28,30.39,0.5075,7e-05,0.00028,TRUE,TRUE
"gear",34,"2025-01-03",55,30.39,0.9269,7e-05,0.00028,FALSE,TRUE
"gear",35,"2025-01-04",39,82.644,0.1124,0,0,FALSE,TRUE
"gear",38,"2025-01-07",19,33.616,0.1883,4e-05,0.00017,FALSE,TRUE
"gear",39,"2025-01-08",29,33.616,0.4513,4e-05,0.00017,TRUE,TRUE
"gear",40,"2025-01-09",35,33.616,0.5995,4e-05,0.00017,TRUE,TRUE
"gear",41,"2025-01-10",34,33.616,0.5765,4e-05,0.00017,TRUE,TRUE
"gear",42,"2025-01-11",149,91.402,0.8978,0,0,FALSE,TRUE
"gear",45,"2025-01-14",50,29.637,0.9034,7e-05,3e-04,FALSE,TRUE
"gear",47,"2025-01-16",16,29.637,0.1739,7e-05,3e-04,FALSE,TRUE
"gear",48,"2025-01-17",47,29.637,0.8768,7e-05,3e-04,FALSE,TRUE
"gear",49,"2025-01-18",62,80.617,0.3638,0,0,TRUE,TRUE
"gear",52,"2025-01-21",16,16.733,0.5359,0.00072,0.00277,TRUE,TRUE
"gear",53,"2025-01-22",8,16.733,0.1489,0.00072,0.00277,FALSE,TRUE
"gear",54,"2025-01-23",16,16.733,0.5359,0.00072,0.00277,TRUE,TRUE
"gear",55,"2025-01-24",9,16.733,0.1921,0.00072,0.00277,FALSE,TRUE
"gear",56,"2025-01-25",68,45.485,0.8502,1e-05,5e-05,FALSE,TRUE
"gear",60,"2025-01-29",32,19.945,0.8757,0.00036,0.00145,FALSE,TRUE
"gear",61,"2025-01-30",24,19.945,0.7058,0.00036,0.00145,TRUE,TRUE
"gear",62,"2025-01-31",14,19.945,0.3211,0.00036,0.00145,TRUE,TRUE
"gear",63,"2025-02-01",48,54.218,0.4739,1e-05,2e-05,TRUE,TRUE
"gear",67,"2025-02-05",2,15.126,0.0103,0.00117,0.00433,FALSE,FALSE
"gear",68,"2025-02-06",4,15.126,0.0435,0.00117,0.00433,FALSE,TRUE
"gear",69,"2025-02-07",13,15.126,0.466,0.00117,0.00433,TRUE,TRUE
"gear",70,"2025-02-08",65,44.688,0.8305,1e-05,7e-05,FALSE,TRUE
"gear",73,"2025-02-11",20,19.284,0.5971,0.00042,0.00166,TRUE,TRUE
"gear",74,"2025-02-12",11,19.284,0.2126,0.00042,0.00166,FALSE,TRUE
"gear",76,"2025-02-14",23,19.284,0.6993,0.00042,0.00166,TRUE,TRUE
"gear",77,"2025-02-15",65,52.441,0.7357,1e-05,3e-05,TRUE,TRUE
"gear",81,"2025-02-19",12,19.799,0.2407,0.00038,0.00151,FALSE,TRUE
"gear",82,"2025-02-20",30,19.799,0.8474,0.00038,0.00151,FALSE,TRUE
"gear",83,"2025-02-21",18,19.799,0.4983,0.00038,0.00151,TRUE,TRUE
"gear",84,"2025-02-22",28,53.848,0.1514,1e-05,2e-05,FALSE,TRUE
"gear",87,"2025-02-25",11,25.541,0.1035,0.00014,0.00056,FALSE,TRUE
"gear",88,"2025-02-26",32,25.541,0.7368,0.00014,0.00056,TRUE,TRUE
"gear",89,"2025-02-27",32,25.541,0.7368,0.00014,0.00056,TRUE,TRUE
"gear",90,"2025-02-28",16,25.541,0.2495,0.00014,0.00056,FALSE,TRUE
"gear",91,"2025-03-01",105,69.403,0.86,0,1e-05,FALSE,TRUE
"gear",94,"2025-03-04",1,14.362,0.0031,0.00109,0.00411,FALSE,FALSE
"gear",94,"2025-03-04",3,14.362,0.0226,0.00109,0.00411,FALSE,FALSE
"gear",94,"2025-03-04",9,14.362,0.256,0.00109,0.00411,TRUE,TRUE
"gear",95,"2025-03-05",0,14.362,5e-04,0.00109,0.00411,FALSE,FALSE
"gear",95,"2025-03-05",7,14.362,0.1515,0.00109,0.00411,FALSE,TRUE
"gear",95,"2025-03-05",1,14.362,0.0031,0.00109,0.00411,FALSE,FALSE
"gear",96,"2025-03-06",17,14.362,0.6886,0.00109,0.00411,TRUE,TRUE
"gear",96,"2025-03-06",35,14.362,0.9853,0.00109,0.00411,FALSE,FALSE
"gear",96,"2025-03-06",20,14.362,0.798,0.00109,0.00411,FALSE,TRUE
"gear",97,"2025-03-07",13,14.362,0.4885,0.00109,0.00411,TRUE,TRUE
"gear",97,"2025-03-07",9,14.362,0.256,0.00109,0.00411,TRUE,TRUE
"gear",97,"2025-03-07",9,14.362,0.256,0.00109,0.00411,TRUE,TRUE
"gear",98,"2025-03-08",58,39.039,0.8517,2e-05,8e-05,FALSE,TRUE
"gear",98,"2025-03-08",54,39.039,0.8095,2e-05,8e-05,FALSE,TRUE
"gear",98,"2025-03-08",69,39.039,0.9288,2e-05,8e-05,FALSE,TRUE
"gear",101,"2025-03-11",18,14.707,0.7128,0.00101,0.00383,TRUE,TRUE
"gear",101,"2025-03-11",13,14.707,0.4718,0.00101,0.00383,TRUE,TRUE
"gear",101,"2025-03-11",12,14.707,0.4152,0.00101,0.00383,TRUE,TRUE
"gear",102,"2025-03-12",13,14.707,0.4718,0.00101,0.00383,TRUE,TRUE
"gear",102,"2025-03-12",17,14.707,0.6718,0.00101,0.00383,TRUE,TRUE
"gear",102,"2025-03-12",22,14.707,0.8395,0.00101,0.00383,FALSE,TRUE
"gear",104,"2025-03-14",13,14.707,0.4718,0.00101,0.00383,TRUE,TRUE
"gear",104,"2025-03-14",18,14.707,0.7128,0.00101,0.00383,TRUE,TRUE
"gear",104,"2025-03-14",33,14.707,0.975,0.00101,0.00383,FALSE,FALSE
"gear",105,"2025-03-15",6,40.003,0.0034,2e-05,7e-05,FALSE,FALSE
"gear",105,"2025-03-15",14,40.003,0.0473,2e-05,7e-05,FALSE,TRUE
"gear",105,"2025-03-15",29,40.003,0.3188,2e-05,7e-05,TRUE,TRUE
"gear",108,"2025-03-18",10,14.881,0.2922,0.00096,0.00365,TRUE,TRUE
"gear",108,"2025-03-18",15,14.881,0.5689,0.00096,0.00365,TRUE,TRUE
"gear",108,"2025-03-18",20,14.881,0.7764,0.00096,0.00365,FALSE,TRUE
"gear",109,"2025-03-19",15,14.881,0.5689,0.00096,0.00365,TRUE,TRUE
"gear",109,"2025-03-19",13,14.881,0.4623,0.00096,0.00365,TRUE,TRUE
"gear",109,"2025-03-19",16,14.881,0.6177,0.00096,0.00365,TRUE,TRUE
"gear",110,"2025-03-20",4,14.881,0.0385,0.00096,0.00365,FALSE,TRUE
"gear",110,"2025-03-20",4,14.881,0.0385,0.00096,0.00365,FALSE,TRUE
