"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.518929541844493,0.265860770133454,52,52
"catch",0.440191387559809,0.985645933014354,0.508018092244215,0.294536244979479,627,627
