"event_date","L_unit","L_prior_center","L_prior_sigma_log","L_effective_hours_regression","L_posterior_median","L_posterior_lo95","L_posterior_hi95"
2024-12-01,"turnover (trips per present group per day)",1.2,0.3,5.41911553958231,2.59607899414759,1.80213909396224,3.74141545461398
2024-12-02,"turnover (trips per present group per day)",1.2,0.3,5.6700920745626,2.59745069502041,1.78802142053043,3.78553783848583
2024-12-03,"turnover (trips per present group per day)",1.2,0.3,5.67009516020066,2.59444552678553,1.79372396867434,3.77297701903865
2024-12-04,"turnover (trips per present group per day)",1.2,0.3,5.67007500458186,2.60952929629213,1.80181266936901,3.75016478091842
2024-12-05,"turnover (trips per present group per day)",1.2,0.3,5.67003160795405,2.60638454648155,1.77645085304504,3.75992128485348
2024-12-06,"turnover (trips per present group per day)",1.2,0.3,5.66996497085087,2.59720722440223,1.77850009144371,3.78672504177503
2024-12-07,"turnover (trips per present group per day)",1.2,0.3,5.41893332406528,2.59846133010257,1.80575474385116,3.76593054782677
2024-12-08,"turnover (trips per present group per day)",1.2,0.3,5.41882521510126,2.59649089272312,1.80731116825915,3.75058300703335
2024-12-09,"turnover (trips per present group per day)",1.2,0.3,5.66962562631192,2.59434074121905,1.79465204449786,3.76128721384443
2024-12-10,"turnover (trips per present group per day)",1.2,0.3,5.6694660383588,2.60146958799846,1.77855032128679,3.76644365157044
2024-12-11,"turnover (trips per present group per day)",1.2,0.3,5.66928321688469,2.59307752016546,1.79639201661264,3.75647739304734
2024-12-12,"turnover (trips per present group per day)",1.2,0.3,5.6690771641375,2.58788343913881,1.79275561576484,3.76934977164893
2024-12-13,"turnover (trips per present group per day)",1.2,0.3,5.66884788265075,2.60398931745586,1.79968034865939,3.74276225867633
2024-12-14,"turnover (trips per present group per day)",1.2,0.3,5.41771024401554,2.59629795975937,1.79317375343084,3.7601941465963
2024-12-15,"turnover (trips per present group per day)",1.2,0.3,5.41744671727631,2.60616021148761,1.78071104978997,3.77499444100105
2024-12-16,"turnover (trips per present group per day)",1.2,0.3,5.66802069537085,2.59314570715519,1.78064765611461,3.75796714779959
2024-12-17,"turnover (trips per present group per day)",1.2,0.3,5.66769852997071,2.59718902732818,1.78420144951341,3.75983406582483
2024-12-18,"turnover (trips per present group per day)",1.2,0.3,5.66735315278031,2.58538028140557,1.79544734799983,3.75182451951425
2024-12-19,"turnover (trips per present group per day)",1.2,0.3,5.66698456804541,2.59644037852038,1.80090556180266,3.74719761768624
2024-12-20,"turnover (trips per present group per day)",1.2,0.3,5.66659278029683,2.59401989364695,1.78437856734842,3.75394378593802
2024-12-21,"turnover (trips per present group per day)",1.2,0.3,5.41539966231,2.59900678825554,1.77696047738037,3.77245012188894
2024-12-22,"turnover (trips per present group per day)",1.2,0.3,5.41498087653759,2.5934763232933,1.78361281569832,3.78519086719411
2024-12-23,"turnover (trips per present group per day)",1.2,0.3,5.66527824855187,2.59805125436763,1.79805295079097,3.77842873246703
2024-12-24,"turnover (trips per present group per day)",1.2,0.3,5.66479369975557,2.59271552859508,1.78708625376639,3.77097387875308
2024-12-25,"turnover (trips per present group per day)",1.2,0.3,5.66428597487282,2.59484204611473,1.77625382041854,3.73739501333871
2024-12-26,"turnover (trips per present group per day)",1.2,0.3,5.66375508014291,2.60032312615371,1.7855220944247,3.76786549166334
2024-12-27,"turnover (trips per present group per day)",1.2,0.3,5.66320102208947,2.59412298515471,1.78866851241441,3.78675907786588
2024-12-28,"turnover (trips per present group per day)",1.2,0.3,5.4120029706109,2.59383487120909,1.78310395670724,3.74772842910085
2024-12-29,"turnover (trips per present group per day)",1.2,0.3,5.41142917799739,2.59541581797695,1.78687652953268,3.76711470759012
2024-12-30,"turnover (trips per present group per day)",1.2,0.3,5.66139993748609,2.59408751442321,1.79925164080989,3.7571377816813
2024-12-31,"turnover (trips per present group per day)",1.2,0.3,5.41021524666327,2.59964336489551,1.7747384433194,3.75413569623883
2025-01-01,"turnover (trips per present group per day)",1.2,0.3,4.2960228928067,2.5964007345086,1.79063744176028,3.76477870012315
2025-01-02,"turnover (trips per present group per day)",1.2,0.3,4.50116190612191,2.60320222404115,1.80413746563373,3.72175871874146
2025-01-03,"turnover (trips per present group per day)",1.2,0.3,4.50734932899831,2.59499290202203,1.79404888035428,3.74807834466818
2025-01-04,"turnover (trips per present group per day)",1.2,0.3,4.31376355646243,2.60092587101176,1.81249808478331,3.74377545674161
2025-01-05,"turnover (trips per present group per day)",1.2,0.3,4.319657964282,2.59287146826887,1.79012638354694,3.72462570338081
2025-01-06,"turnover (trips per present group per day)",1.2,0.3,4.52585136872198,2.59242241771705,1.79435265634271,3.73448440212322
2025-01-07,"turnover (trips per present group per day)",1.2,0.3,4.53199842453165,2.5887394715066,1.80139528505372,3.76381856528601
2025-01-08,"turnover (trips per present group per day)",1.2,0.3,4.5381352278199,2.60113751976895,1.79987900442976,3.75054771211338
