"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.273), 0.300)",1.33162153262818,0.408645736325748,1.280339879264,0.0188829886865808,1.28035357138429,1.24350831414039,1.31731940593545,0.954,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.639644631308532,0.153260003727887,0.651368570970036,0.296749946330396,0.90007518288719,0.657,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,0.644984966682228,0.156119959328413,0.658542543285403,0.298544255007314,0.905132516058833,0.651,FALSE
"B1","normal(0, 1.0)",0,1,0.99922058120726,0.0650371044540516,0.998763295491186,0.873408046145884,1.12843129380598,0.935,FALSE
"B2","normal(0, 1.0)",0,1,0.0754734425777034,0.179339658043222,0.0744664221948925,-0.266870769711549,0.432465193981387,0.821,FALSE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.1631741392485,0.89757082872996,3.15556677920944,1.24015300564003,5.12991908465881,0.551,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,-0.143376155118929,0.93355840317145,-0.0616579374544823,-2.37101264523778,1.71059970681088,0.533,FALSE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.327485421359051,0.0653868002564889,0.322422260722144,0.211856541563862,0.472005052999584,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.311629992949798,0.059773897894226,0.307493355258545,0.204424752853808,0.437169720278544,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.43188547769394,0.0227522131313041,0.431028590334864,0.389306333947811,0.478149132148509,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,1.05174028829874,0.0335138317310908,1.05143085595883,0.986451459926322,1.11807892971325,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.07280847033132,1.22619122392652,0.69796847112839,0.0305535822358097,4.61435111327824,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.12305628314516,1.33660792666296,0.707173385190077,0.0263980158394668,4.82831653354928,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.413773115542197,0.076125028204201,-0.413522180285212,-0.562074946786669,-0.264037928367967,0.924,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.5186381646095,2.37151838162393,3.98055583084428,1.54568991742411,10.4445403848635,0.018,TRUE
