"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"gear",2,"2024-09-17",30,30.942,0.5535,0.00046,0.00124,TRUE,TRUE
"gear",3,"2024-09-18",29,30.942,0.5298,0.00046,0.00124,TRUE,TRUE
"gear",4,"2024-09-19",55,30.942,0.9057,0.00046,0.00124,FALSE,TRUE
"gear",5,"2024-09-20",29,30.942,0.5298,0.00046,0.00124,TRUE,TRUE
"gear",6,"2024-09-21",48,62.9,0.3945,8e-05,2e-04,TRUE,TRUE
"gear",9,"2024-09-24",50,30.942,0.8677,0.00046,0.00124,FALSE,TRUE
"gear",10,"2024-09-25",13,30.942,0.1275,0.00046,0.00124,FALSE,TRUE
"gear",12,"2024-09-27",34,30.942,0.641,0.00046,0.00124,TRUE,TRUE
"gear",13,"2024-09-28",79,62.9,0.7344,8e-05,2e-04,TRUE,TRUE
"gear",16,"2024-10-01",30,29.487,0.5869,0.00052,0.00139,TRUE,TRUE
"gear",18,"2024-10-03",45,29.487,0.8409,0.00052,0.00139,FALSE,TRUE
"gear",19,"2024-10-04",29,29.487,0.5632,0.00052,0.00139,TRUE,TRUE
"gear",20,"2024-10-05",72,59.857,0.706,9e-05,0.00022,TRUE,TRUE
"gear",23,"2024-10-08",30,29.487,0.5869,0.00052,0.00139,TRUE,TRUE
"gear",24,"2024-10-09",29,29.487,0.5632,0.00052,0.00139,TRUE,TRUE
"gear",26,"2024-10-11",14,29.487,0.1642,0.00052,0.00139,FALSE,TRUE
"gear",27,"2024-10-12",62,59.857,0.6031,9e-05,0.00022,TRUE,TRUE
"gear",28,"2024-10-13",64,59.857,0.6255,9e-05,0.00022,TRUE,TRUE
"gear",30,"2024-10-15",27,27.738,0.5548,0.00058,0.00157,TRUE,TRUE
"gear",31,"2024-10-16",37,27.738,0.7671,0.00058,0.00157,FALSE,TRUE
"gear",32,"2024-10-17",43,27.738,0.849,0.00058,0.00157,FALSE,TRUE
"gear",33,"2024-10-18",39,27.738,0.7979,0.00058,0.00157,FALSE,TRUE
"gear",34,"2024-10-19",62,56.426,0.6449,1e-04,0.00025,TRUE,TRUE
"gear",36,"2024-10-21",29,27.738,0.6051,0.00058,0.00157,TRUE,TRUE
"gear",37,"2024-10-22",25,27.738,0.501,0.00058,0.00157,TRUE,TRUE
"gear",38,"2024-10-23",35,27.738,0.7326,0.00058,0.00157,TRUE,TRUE
"gear",39,"2024-10-24",24,27.738,0.473,0.00058,0.00157,TRUE,TRUE
"gear",40,"2024-10-25",10,27.738,0.0914,0.00058,0.00157,FALSE,TRUE
"gear",41,"2024-10-26",36,56.426,0.2872,1e-04,0.00025,TRUE,TRUE
"gear",42,"2024-10-27",18,56.426,0.0645,1e-04,0.00025,FALSE,TRUE
"gear",45,"2024-10-30",18,25.808,0.3424,0.00072,0.00195,TRUE,TRUE
"gear",46,"2024-10-31",12,25.808,0.1613,0.00072,0.00195,FALSE,TRUE
"gear",47,"2024-11-01",33,25.808,0.7404,0.00072,0.00195,TRUE,TRUE
"gear",48,"2024-11-02",79,52.465,0.8355,0.00011,3e-04,FALSE,TRUE
"gear",51,"2024-11-05",8,25.808,0.0691,0.00072,0.00195,FALSE,TRUE
"gear",52,"2024-11-06",17,25.808,0.3107,0.00072,0.00195,TRUE,TRUE
"gear",53,"2024-11-07",25,25.808,0.5543,0.00072,0.00195,TRUE,TRUE
"gear",54,"2024-11-08",36,25.808,0.7918,0.00072,0.00195,FALSE,TRUE
"gear",55,"2024-11-09",22,52.465,0.1243,0.00011,3e-04,FALSE,TRUE
"gear",59,"2024-11-13",25,25.148,0.5733,0.00078,0.00211,TRUE,TRUE
"gear",60,"2024-11-14",43,25.148,0.8881,0.00078,0.00211,FALSE,TRUE
"gear",61,"2024-11-15",46,25.148,0.9124,0.00078,0.00211,FALSE,TRUE
"gear",62,"2024-11-16",57,51.18,0.6561,0.00013,0.00033,TRUE,TRUE
"gear",65,"2024-11-19",13,25.148,0.2007,0.00078,0.00211,FALSE,TRUE
"gear",66,"2024-11-20",0,25.148,4e-04,0.00078,0.00211,FALSE,FALSE
"gear",67,"2024-11-21",15,25.148,0.2624,0.00078,0.00211,TRUE,TRUE
"gear",68,"2024-11-22",6,25.148,0.0402,0.00078,0.00211,FALSE,TRUE
"gear",69,"2024-11-23",23,51.18,0.1469,0.00013,0.00033,FALSE,TRUE
"gear",72,"2024-11-26",26,31.721,0.4483,0.00048,0.00126,TRUE,TRUE
"gear",73,"2024-11-27",33,31.721,0.6095,0.00048,0.00126,TRUE,TRUE
"gear",75,"2024-11-29",51,65.848,0.4982,0.00018,0.00046,TRUE,TRUE
"gear",76,"2024-11-30",123,64.243,0.9271,8e-05,2e-04,FALSE,TRUE
"catch",2,"2024-09-17",3,5.298,0.385,0.09348,0.11753,TRUE,TRUE
"catch",2,"2024-09-17",27,14.568,0.8632,0.02319,0.03412,FALSE,TRUE
"catch",2,"2024-09-17",0,2.649,0.1032,0.20636,0.20977,FALSE,TRUE
"catch",2,"2024-09-17",1,2.649,0.3112,0.20636,0.20977,TRUE,TRUE
"catch",3,"2024-09-18",0,2.649,0.1032,0.20636,0.20977,FALSE,TRUE
"catch",3,"2024-09-18",3,2.649,0.6513,0.20636,0.20977,TRUE,TRUE
"catch",3,"2024-09-18",0,2.649,0.1032,0.20636,0.20977,FALSE,TRUE
"catch",3,"2024-09-18",12,5.298,0.9087,0.09348,0.11753,FALSE,TRUE
"catch",4,"2024-09-19",0,2.649,0.1032,0.20636,0.20977,FALSE,TRUE
"catch",4,"2024-09-19",5,2.649,0.8387,0.20636,0.20977,FALSE,TRUE
"catch",4,"2024-09-19",0,2.649,0.1032,0.20636,0.20977,FALSE,TRUE
"catch",5,"2024-09-20",11,13.244,0.5205,0.02666,0.03888,TRUE,TRUE
"catch",5,"2024-09-20",2,2.649,0.5017,0.20636,0.20977,TRUE,TRUE
"catch",5,"2024-09-20",1,2.649,0.3112,0.20636,0.20977,TRUE,TRUE
"catch",5,"2024-09-20",6,3.973,0.7708,0.1325,0.15445,FALSE,TRUE
"catch",5,"2024-09-20",0,3.973,0.0662,0.1325,0.15445,FALSE,TRUE
"catch",5,"2024-09-20",6,3.973,0.7708,0.1325,0.15445,FALSE,TRUE
"catch",5,"2024-09-20",0,2.649,0.1032,0.20636,0.20977,FALSE,TRUE
"catch",6,"2024-09-21",11,3.368,0.968,0.15993,0.17709,FALSE,TRUE
"catch",6,"2024-09-21",2,2.245,0.5617,0.24286,0.23085,TRUE,TRUE
"catch",6,"2024-09-21",6,5.613,0.633,0.08691,0.11072,TRUE,TRUE
"catch",6,"2024-09-21",3,2.245,0.7114,0.24286,0.23085,TRUE,TRUE
"catch",6,"2024-09-21",0,1.123,0.2127,0.4253,0.28365,FALSE,TRUE
"catch",6,"2024-09-21",1,2.245,0.3583,0.24286,0.23085,TRUE,TRUE
"catch",6,"2024-09-21",1,1.123,0.5671,0.4253,0.28365,TRUE,TRUE
"catch",6,"2024-09-21",0,1.123,0.2127,0.4253,0.28365,FALSE,TRUE
"catch",6,"2024-09-21",3,4.491,0.4466,0.11463,0.13827,TRUE,TRUE
"catch",6,"2024-09-21",4,4.491,0.5568,0.11463,0.13827,TRUE,TRUE
"catch",6,"2024-09-21",3,4.491,0.4466,0.11463,0.13827,TRUE,TRUE
"catch",6,"2024-09-21",0,1.123,0.2127,0.4253,0.28365,FALSE,TRUE
"catch",6,"2024-09-21",5,3.368,0.7607,0.15993,0.17709,FALSE,TRUE
"catch",6,"2024-09-21",0,2.245,0.1214,0.24286,0.23085,FALSE,TRUE
"catch",6,"2024-09-21",0,4.491,0.0573,0.11463,0.13827,FALSE,TRUE
"catch",6,"2024-09-21",4,4.491,0.5568,0.11463,0.13827,TRUE,TRUE
"catch",6,"2024-09-21",6,3.368,0.8266,0.15993,0.17709,FALSE,TRUE
"catch",6,"2024-09-21",4,3.368,0.6729,0.15993,0.17709,TRUE,TRUE
"catch",6,"2024-09-21",0,4.491,0.0573,0.11463,0.13827,FALSE,TRUE
"catch",6,"2024-09-21",2,4.491,0.3199,0.11463,0.13827,TRUE,TRUE
"catch",6,"2024-09-21",4,2.245,0.8142,0.24286,0.23085,FALSE,TRUE
"catch",6,"2024-09-21",6,2.245,0.926,0.24286,0.23085,FALSE,TRUE
"catch",9,"2024-09-24",7,23.839,0.1685,0.01108,0.01688,FALSE,TRUE
"catch",9,"2024-09-24",0,1.324,0.1894,0.37877,0.27793,FALSE,TRUE
"catch",9,"2024-09-24",0,1.324,0.1894,0.37877,0.27793,FALSE,TRUE
"catch",9,"2024-09-24",3,5.298,0.385,0.09348,0.11753,TRUE,TRUE
"catch",9,"2024-09-24",6,7.946,0.4836,0.0549,0.07483,TRUE,TRUE
"catch",9,"2024-09-24",9,7.946,0.6598,0.0549,0.07483,TRUE,TRUE
"catch",9,"2024-09-24",5,2.649,0.8387,0.20636,0.20977,FALSE,TRUE
"catch",9,"2024-09-24",0,1.324,0.1894,0.37877,0.27793,FALSE,TRUE
"catch",9,"2024-09-24",6,1.324,0.9834,0.37877,0.27793,FALSE,FALSE
"catch",9,"2024-09-24",6,2.649,0.8922,0.20636,0.20977,FALSE,TRUE
"catch",9,"2024-09-24",9,3.973,0.9029,0.1325,0.15445,FALSE,TRUE
"catch",10,"2024-09-25",0,5.298,0.0467,0.09348,0.11753,FALSE,TRUE
"catch",10,"2024-09-25",3,1.324,0.8646,0.37877,0.27793,FALSE,TRUE
"catch",10,"2024-09-25",3,5.298,0.385,0.09348,0.11753,TRUE,TRUE
"catch",10,"2024-09-25",2,3.973,0.3593,0.1325,0.15445,TRUE,TRUE
"catch",10,"2024-09-25",10,2.649,0.9797,0.20636,0.20977,FALSE,FALSE
"catch",10,"2024-09-25",2,2.649,0.5017,0.20636,0.20977,TRUE,TRUE
"catch",10,"2024-09-25",7,3.973,0.827,0.1325,0.15445,FALSE,TRUE
"catch",12,"2024-09-27",0,2.649,0.1032,0.20636,0.20977,FALSE,TRUE
"catch",12,"2024-09-27",0,2.649,0.1032,0.20636,0.20977,FALSE,TRUE
"catch",12,"2024-09-27",4,2.649,0.7611,0.20636,0.20977,FALSE,TRUE
"catch",12,"2024-09-27",6,5.298,0.6574,0.09348,0.11753,TRUE,TRUE
"catch",12,"2024-09-27",2,2.649,0.5017,0.20636,0.20977,TRUE,TRUE
"catch",12,"2024-09-27",0,1.324,0.1894,0.37877,0.27793,FALSE,TRUE
"catch",12,"2024-09-27",5,5.298,0.5799,0.09348,0.11753,TRUE,TRUE
"catch",12,"2024-09-27",3,2.649,0.6513,0.20636,0.20977,TRUE,TRUE
"catch",12,"2024-09-27",12,5.298,0.9087,0.09348,0.11753,FALSE,TRUE
"catch",12,"2024-09-27",3,2.649,0.6513,0.20636,0.20977,TRUE,TRUE
"catch",12,"2024-09-27",0,5.298,0.0467,0.09348,0.11753,FALSE,TRUE
"catch",12,"2024-09-27",2,1.324,0.7385,0.37877,0.27793,TRUE,TRUE
"catch",13,"2024-09-28",0,2.245,0.1214,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",2,2.245,0.5617,0.24286,0.23085,TRUE,TRUE
"catch",13,"2024-09-28",1,2.245,0.3583,0.24286,0.23085,TRUE,TRUE
"catch",13,"2024-09-28",2,2.245,0.5617,0.24286,0.23085,TRUE,TRUE
"catch",13,"2024-09-28",4,2.245,0.8142,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",2,3.368,0.4157,0.15993,0.17709,TRUE,TRUE
"catch",13,"2024-09-28",6,4.491,0.7247,0.11463,0.13827,TRUE,TRUE
"catch",13,"2024-09-28",0,2.245,0.1214,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",14,4.491,0.9661,0.11463,0.13827,FALSE,TRUE
"catch",13,"2024-09-28",2,4.491,0.3199,0.11463,0.13827,TRUE,TRUE
"catch",13,"2024-09-28",0,2.245,0.1214,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",0,1.123,0.2127,0.4253,0.28365,FALSE,TRUE
"catch",13,"2024-09-28",0,1.123,0.2127,0.4253,0.28365,FALSE,TRUE
"catch",13,"2024-09-28",0,2.245,0.1214,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",2,1.123,0.7849,0.4253,0.28365,FALSE,TRUE
"catch",13,"2024-09-28",1,2.245,0.3583,0.24286,0.23085,TRUE,TRUE
"catch",13,"2024-09-28",0,2.245,0.1214,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",8,4.491,0.8336,0.11463,0.13827,FALSE,TRUE
"catch",13,"2024-09-28",6,2.245,0.926,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",3,3.368,0.5587,0.15993,0.17709,TRUE,TRUE
"catch",13,"2024-09-28",7,10.104,0.4458,0.03934,0.05559,TRUE,TRUE
"catch",13,"2024-09-28",3,2.245,0.7114,0.24286,0.23085,TRUE,TRUE
"catch",13,"2024-09-28",14,6.736,0.8896,0.06858,0.09075,FALSE,TRUE
"catch",13,"2024-09-28",0,2.245,0.1214,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",6,2.245,0.926,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",0,4.491,0.0573,0.11463,0.13827,FALSE,TRUE
"catch",13,"2024-09-28",5,3.368,0.7607,0.15993,0.17709,FALSE,TRUE
"catch",13,"2024-09-28",0,2.245,0.1214,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",3,2.245,0.7114,0.24286,0.23085,TRUE,TRUE
"catch",13,"2024-09-28",1,2.245,0.3583,0.24286,0.23085,TRUE,TRUE
"catch",13,"2024-09-28",6,4.491,0.7247,0.11463,0.13827,TRUE,TRUE
"catch",13,"2024-09-28",5,2.245,0.8821,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",4,2.245,0.8142,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",5,4.491,0.6491,0.11463,0.13827,TRUE,TRUE
"catch",13,"2024-09-28",4,2.245,0.8142,0.24286,0.23085,FALSE,TRUE
"catch",13,"2024-09-28",0,6.736,0.0343,0.06858,0.09075,FALSE,TRUE
"catch",16,"2024-10-01",1,1.505,0.4789,0.3438,0.27016,TRUE,TRUE
"catch",16,"2024-10-01",0,1.505,0.1719,0.3438,0.27016,FALSE,TRUE
"catch",16,"2024-10-01",13,4.515,0.9549,0.11399,0.13753,FALSE,TRUE
"catch",16,"2024-10-01",1,1.505,0.4789,0.3438,0.27016,TRUE,TRUE
"catch",16,"2024-10-01",0,4.515,0.057,0.11399,0.13753,FALSE,TRUE
"catch",16,"2024-10-01",0,3.01,0.0904,0.18079,0.19247,FALSE,TRUE
"catch",16,"2024-10-01",2,3.01,0.4556,0.18079,0.19247,TRUE,TRUE
"catch",16,"2024-10-01",0,3.01,0.0904,0.18079,0.19247,FALSE,TRUE
"catch",16,"2024-10-01",6,4.515,0.7224,0.11399,0.13753,TRUE,TRUE
"catch",16,"2024-10-01",3,3.01,0.6025,0.18079,0.19247,TRUE,TRUE
"catch",16,"2024-10-01",11,6.02,0.8478,0.07955,0.10277,FALSE,TRUE
"catch",18,"2024-10-03",6,3.01,0.8597,0.18079,0.19247,FALSE,TRUE
"catch",18,"2024-10-03",1,6.02,0.1309,0.07955,0.10277,FALSE,TRUE
"catch",18,"2024-10-03",0,1.505,0.1719,0.3438,0.27016,FALSE,TRUE
"catch",18,"2024-10-03",2,1.505,0.6992,0.3438,0.27016,TRUE,TRUE
"catch",18,"2024-10-03",2,6.02,0.2358,0.07955,0.10277,FALSE,TRUE
"catch",18,"2024-10-03",6,6.02,0.603,0.07955,0.10277,TRUE,TRUE
"catch",18,"2024-10-03",1,1.505,0.4789,0.3438,0.27016,TRUE,TRUE
"catch",18,"2024-10-03",1,7.524,0.0992,0.05925,0.07989,FALSE,TRUE
"catch",18,"2024-10-03",7,4.515,0.7833,0.11399,0.13753,FALSE,TRUE
"catch",18,"2024-10-03",6,3.01,0.8597,0.18079,0.19247,FALSE,TRUE
"catch",18,"2024-10-03",5,4.515,0.6468,0.11399,0.13753,TRUE,TRUE
"catch",18,"2024-10-03",2,3.01,0.4556,0.18079,0.19247,TRUE,TRUE
"catch",18,"2024-10-03",2,9.029,0.1462,0.04616,0.06409,FALSE,TRUE
"catch",18,"2024-10-03",4,3.01,0.7155,0.18079,0.19247,TRUE,TRUE
"catch",19,"2024-10-04",10,3.01,0.9684,0.18079,0.19247,FALSE,TRUE
"catch",19,"2024-10-04",3,10.534,0.1821,0.03718,0.05272,FALSE,TRUE
"catch",19,"2024-10-04",0,3.01,0.0904,0.18079,0.19247,FALSE,TRUE
"catch",19,"2024-10-04",3,3.01,0.6025,0.18079,0.19247,TRUE,TRUE
"catch",19,"2024-10-04",2,4.515,0.3183,0.11399,0.13753,TRUE,TRUE
"catch",19,"2024-10-04",8,6.02,0.7263,0.07955,0.10277,TRUE,TRUE
"catch",20,"2024-10-05",0,3.826,0.0693,0.13854,0.15954,FALSE,TRUE
"catch",20,"2024-10-05",1,2.551,0.3218,0.21448,0.21468,TRUE,TRUE
"catch",20,"2024-10-05",1,5.102,0.1592,0.09812,0.12212,FALSE,TRUE
"catch",20,"2024-10-05",0,1.275,0.1947,0.38935,0.2796,FALSE,TRUE
"catch",20,"2024-10-05",5,7.652,0.427,0.0579,0.07831,TRUE,TRUE
