"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"trailer",2,"2024-09-17",5,5.745,0.5787,0.11687,0.11872,TRUE,TRUE
"trailer",3,"2024-09-18",9,5.745,0.7978,0.11687,0.11872,FALSE,TRUE
"trailer",4,"2024-09-19",3,5.745,0.3998,0.11687,0.11872,TRUE,TRUE
"trailer",5,"2024-09-20",1,5.745,0.1762,0.11687,0.11872,FALSE,TRUE
"trailer",5,"2024-09-20",0,5.745,0.0584,0.11687,0.11872,FALSE,TRUE
"trailer",9,"2024-09-24",3,5.745,0.3998,0.11687,0.11872,TRUE,TRUE
"trailer",12,"2024-09-27",5,5.745,0.5787,0.11687,0.11872,TRUE,TRUE
"trailer",13,"2024-09-28",12,16.587,0.5076,0.04033,0.04117,TRUE,TRUE
"trailer",16,"2024-10-01",7,2.261,0.9446,0.27191,0.22446,FALSE,TRUE
"trailer",18,"2024-10-03",4,2.261,0.8134,0.27191,0.22446,FALSE,TRUE
"trailer",19,"2024-10-04",5,2.261,0.8763,0.27191,0.22446,FALSE,TRUE
"trailer",20,"2024-10-05",12,6.534,0.8478,0.10282,0.10407,FALSE,TRUE
"trailer",23,"2024-10-08",0,2.261,0.136,0.27191,0.22446,FALSE,TRUE
"trailer",24,"2024-10-09",3,2.261,0.7184,0.27191,0.22446,TRUE,TRUE
"trailer",26,"2024-10-11",3,2.261,0.7184,0.27191,0.22446,TRUE,TRUE
"trailer",27,"2024-10-12",9,6.534,0.752,0.10282,0.10407,FALSE,TRUE
"trailer",28,"2024-10-13",7,6.534,0.6556,0.10282,0.10407,TRUE,TRUE
"trailer",30,"2024-10-15",2,2.261,0.5789,0.27191,0.22446,TRUE,TRUE
"trailer",31,"2024-10-16",2,2.261,0.5789,0.27191,0.22446,TRUE,TRUE
"trailer",32,"2024-10-17",2,2.261,0.5789,0.27191,0.22446,TRUE,TRUE
"trailer",33,"2024-10-18",1,2.261,0.3841,0.27191,0.22446,TRUE,TRUE
"trailer",34,"2024-10-19",0,6.534,0.0514,0.10282,0.10407,FALSE,TRUE
"trailer",36,"2024-10-21",1,2.261,0.3841,0.27191,0.22446,TRUE,TRUE
"trailer",37,"2024-10-22",0,2.261,0.136,0.27191,0.22446,FALSE,TRUE
"trailer",38,"2024-10-23",0,2.261,0.136,0.27191,0.22446,FALSE,TRUE
"trailer",39,"2024-10-24",2,2.261,0.5789,0.27191,0.22446,TRUE,TRUE
"trailer",40,"2024-10-25",0,2.261,0.136,0.27191,0.22446,FALSE,TRUE
"trailer",41,"2024-10-26",1,6.534,0.1549,0.10282,0.10407,FALSE,TRUE
"trailer",45,"2024-10-30",1,2.261,0.3841,0.27191,0.22446,TRUE,TRUE
"trailer",47,"2024-11-01",2,0.766,0.87,0.56311,0.25445,FALSE,TRUE
"trailer",51,"2024-11-05",0,0.766,0.2816,0.56311,0.25445,TRUE,TRUE
"trailer",52,"2024-11-06",1,0.766,0.6903,0.56311,0.25445,TRUE,TRUE
"trailer",53,"2024-11-07",4,0.766,0.9746,0.56311,0.25445,FALSE,TRUE
"trailer",54,"2024-11-08",1,0.766,0.6903,0.56311,0.25445,TRUE,TRUE
"trailer",55,"2024-11-09",0,2.228,0.1495,0.29907,0.22685,FALSE,TRUE
"trailer",58,"2024-11-12",0,0.766,0.2816,0.56311,0.25445,TRUE,TRUE
"trailer",59,"2024-11-13",0,0.766,0.2816,0.56311,0.25445,TRUE,TRUE
"trailer",60,"2024-11-14",0,0.766,0.2816,0.56311,0.25445,TRUE,TRUE
"trailer",65,"2024-11-19",0,0.766,0.2816,0.56311,0.25445,TRUE,TRUE
"trailer",66,"2024-11-20",0,0.766,0.2816,0.56311,0.25445,TRUE,TRUE
"trailer",67,"2024-11-21",0,0.766,0.2816,0.56311,0.25445,TRUE,TRUE
"trailer",68,"2024-11-22",0,0.766,0.2816,0.56311,0.25445,TRUE,TRUE
"trailer",72,"2024-11-26",1,0.766,0.6903,0.56311,0.25445,TRUE,TRUE
"trailer",76,"2024-11-30",2,2.228,0.6042,0.29907,0.22685,TRUE,TRUE
"osp",3,"2024-09-18",23,11.19,0.9044,0.02888,0.04061,FALSE,TRUE
"osp",4,"2024-09-19",11,10.757,0.614,0.03028,0.04291,TRUE,TRUE
"osp",5,"2024-09-20",8,10.578,0.4687,0.03108,0.04402,TRUE,TRUE
"osp",6,"2024-09-21",53,31.636,0.8466,0.00739,0.00937,FALSE,TRUE
"osp",7,"2024-09-22",58,31.91,0.8754,0.00715,0.00911,FALSE,TRUE
"osp",11,"2024-09-26",8,10.628,0.4665,0.03078,0.04373,TRUE,TRUE
"osp",12,"2024-09-27",5,10.451,0.2877,0.03157,0.04481,TRUE,TRUE
"osp",13,"2024-09-28",12,29.689,0.2176,0.00782,0.01011,FALSE,TRUE
"osp",14,"2024-09-29",18,29.916,0.3579,0.00782,0.01006,TRUE,TRUE
"osp",15,"2024-09-30",18,10.988,0.8296,0.02961,0.04166,FALSE,TRUE
"osp",17,"2024-10-02",5,4.319,0.6682,0.10666,0.13812,TRUE,TRUE
"osp",20,"2024-10-05",31,13.072,0.9384,0.02328,0.03281,FALSE,TRUE
"osp",24,"2024-10-09",5,4.28,0.6722,0.10762,0.13947,TRUE,TRUE
"osp",26,"2024-10-11",3,4.234,0.4598,0.10956,0.14159,TRUE,TRUE
"osp",28,"2024-10-13",9,12.144,0.463,0.02583,0.03685,TRUE,TRUE
"osp",29,"2024-10-14",4,4.261,0.5763,0.10873,0.14062,TRUE,TRUE
"osp",30,"2024-10-15",5,4.269,0.6732,0.10789,0.13974,TRUE,TRUE
"osp",34,"2024-10-19",0,11.76,0.0135,0.02692,0.03882,FALSE,FALSE
"catch",2,"2024-09-17",0,6.755,0.1077,0.21548,0.13633,FALSE,TRUE
"catch",6,"2024-09-21",6,4.864,0.771,0.26709,0.16253,FALSE,TRUE
"catch",12,"2024-09-27",0,4.503,0.1383,0.27662,0.1651,FALSE,TRUE
"catch",18,"2024-10-03",6,7.698,0.5923,0.16343,0.10953,TRUE,TRUE
"catch",20,"2024-10-05",15,9.007,0.8308,0.1619,0.10707,FALSE,TRUE
"catch",26,"2024-10-11",6,2.566,0.8814,0.33141,0.19639,FALSE,TRUE
"catch",27,"2024-10-12",0,12.009,0.0669,0.13382,0.08853,FALSE,TRUE
"catch",27,"2024-10-12",0,9.007,0.0809,0.1619,0.10707,FALSE,TRUE
"catch",28,"2024-10-13",8,9.007,0.6609,0.1619,0.10707,TRUE,TRUE
"catch",32,"2024-10-17",1,5.132,0.2845,0.21407,0.14095,TRUE,TRUE
"catch",32,"2024-10-17",4,10.263,0.3982,0.13477,0.09016,TRUE,TRUE
"catch",32,"2024-10-17",4,5.132,0.5931,0.21407,0.14095,TRUE,TRUE
"catch",39,"2024-10-24",12,7.698,0.7994,0.16343,0.10953,FALSE,TRUE
"catch",45,"2024-10-30",12,10.263,0.7181,0.13477,0.09016,TRUE,TRUE
"catch",53,"2024-11-07",24,16.415,0.7956,0.10544,0.0688,FALSE,TRUE
"catch",54,"2024-11-08",6,6.566,0.6573,0.19292,0.12651,TRUE,TRUE
"catch",54,"2024-11-08",6,6.566,0.6573,0.19292,0.12651,TRUE,TRUE
