"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",27691,42459,35287,51854
"Dungeness_Kept","Expected_Catch",45105,72100,53029,101571
"Dungeness_Kept","Predictive_Catch",NA,72074,53011,101668
