"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.598070739549839,0.951768488745981,0.508295819935691,0.273042980987136,311,311
"catch",0.73438447543966,0.985445724681625,0.498825803517283,0.282028984482669,1649,1649
