"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.36090973987205,0.420011876742055,1.30733919913435,0.721067848812582,2.3356452131773,-0.006,TRUE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.727083695603864,0.163810523323364,0.762012515865224,0.320651983922848,0.943360193855945,0.634,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.104024347714156,0.397739026566438,-0.143193106750847,-0.771807819404148,0.722730243824509,0.111,TRUE
"B1","normal(0, 1.0)",0,1,0.64179676403674,0.129191546119431,0.641002352106925,0.397335236265257,0.89775090688054,0.871,FALSE
"B2","normal(0, 1.0)",0,1,0.509711381107784,0.307692991254923,0.515185622681054,-0.0798755565143943,1.12680525392985,0.692,FALSE
"mu_mu_E[1]","normal(2.303, 2.0)",2.30258509299405,2,2.95490233496145,1.02020482875173,3.01233011932214,0.821260688974871,4.85094100278,0.49,TRUE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,1.08948919728472,0.217047685602434,1.10124227158088,0.636105708700775,1.46356022653089,0.891,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,1.07017181619433,0.337244573092867,1.00413702196277,0.608231872407209,1.90354910540835,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.434195287675757,0.187259257960562,0.408504898746331,0.132779053009615,0.864727721900176,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,1.05699150238873,0.067274712809914,1.05474178921091,0.932934437477647,1.19394763695324,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.768343275883722,0.064473749257307,0.765370226040531,0.650115392516168,0.900333097067629,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,13.4222779746245,208.378417552428,1.91956506660615,0.0863734465545421,47.9712065033034,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,52.7127417326358,1651.23706481655,1.98507514665409,0.0857737275637416,54.3728406491371,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.194029072531379,0.171326073875017,-0.193885249252063,-0.527605604810594,0.145585870808333,0.829,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,3.54812055545122,0.16396626725001,3.54563447350422,3.23933976427184,3.87864527954801,0.932,FALSE
