"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.05786287994814,2.74256276878041,3.05062857944813,3.44446472950924,2727,1.0005
"mu_mu_C[1]",0.328774661873526,0.125382529840617,0.326324175603208,0.54403581730227,3701,0.9999
"sigma_eps_E",0.197602825538916,0.0066666003738003,0.158354968756768,0.620033075208285,2568,1.0011
"sigma_eps_C",0.149707197182458,0.0206321476623068,0.125755001494209,0.427717236055301,2474,1.0008
"phi_E",0.0860628059269626,-0.72573180726463,0.10155302059587,0.81661040622451,6778,1.0001
"phi_C",-0.203700762752333,-0.882521154692039,-0.255355023178375,0.713914174586448,5809,0.9998
"sigma_r_E",0.510990294731503,0.40257410172002,0.506576366741261,0.643497907767968,8267,0.9999
"sigma_r_C",0.775722078747172,0.70093903104243,0.774309778982317,0.855474832218739,12029,0.9996
"r_E",3.99844622045426,2.41493653335505,3.89681824859456,6.17032919821147,8389,0.9999
"r_C",1.67484443436144,1.36642413869156,1.66790193211688,2.03535192540961,12030,0.9996
"sigma_mu_E",12.6445606909296,0.0885785382493654,2.01390082941949,44.5188757213665,7130,0.9999
"sigma_mu_C",12.071490855519,0.0703607113484062,2.01677524240857,49.9849532506525,4934,0.9999
"sigma_IE",0.198143007712762,0.00486871115321242,0.138804716697428,0.728101455173557,11198,0.9996
"R_G",1.32410658999012,1.26502316054602,1.32353352914269,1.38533406935532,14195,0.9999
"R_G_boat",4.52511256942345,1.52658881121702,4.02690018932547,10.5447817090781,9380,0.9997
"B1",0.706449217106517,0.372419675296753,0.705970987456897,1.03663986819122,10455,1.0002
"B2",-0.0874325448758717,-1.03425602804394,-0.106364409127245,0.978121210637485,8782,0.9997
"B1_C",-0.171648615291518,-0.32709473972537,-0.171919144895432,-0.0132030225356273,10512,0.9997
"kappa_OSP",3.14509503857884,1.67768090282027,3.00071337989938,5.41062640186382,10614,0.9999
"sigma_r_OSP",13.75577242585,0.070911522301877,1.96328452445375,50.5056723390747,4225,1.0003
"r_OSP",24766.3695047523,0.000392031020957072,0.259437985137002,198.868734012038,7945,1
"f_crab[1]",1,1,1,1,NA,NA
"f_lower[1]",0,0,0,0,NA,NA
