"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"catch",1,2,"2024-09-17",0,-1.4918,0.613,0.436,-1.8811
"catch",2,6,"2024-09-21",6,-3.2346,0.5719,0.968,-3.7673
"catch",3,12,"2024-09-27",0,-1.2555,0.5138,0.336,-1.5246
"catch",4,18,"2024-10-03",6,-3.0458,0.2721,0.136,-3.12
"catch",5,20,"2024-10-05",15,-4.2031,0.5167,0.668,-4.507
"catch",6,26,"2024-10-11",6,-3.4246,0.4951,0.42,-3.6972
"catch",7,27,"2024-10-12",0,-1.9207,0.7773,0.595,-2.5727
"catch",8,27,"2024-10-12",0,-1.7433,0.6828,0.388,-2.2298
"catch",9,28,"2024-10-13",8,-3.3362,0.3017,0.241,-3.4278
"catch",10,32,"2024-10-17",1,-1.9138,0.2596,0.43,-1.982
"catch",11,32,"2024-10-17",4,-2.8148,0.2684,0.296,-2.887
"catch",12,32,"2024-10-17",4,-2.6676,0.2638,0.176,-2.7373
"catch",13,39,"2024-10-24",12,-3.911,0.4355,0.365,-4.1164
"catch",14,45,"2024-10-30",12,-3.6998,0.293,0.237,-3.7859
"catch",15,53,"2024-11-07",24,-4.5373,0.3696,0.399,-4.6771
"catch",16,54,"2024-11-08",6,-3.0393,0.278,0.199,-3.1167
"catch",17,54,"2024-11-08",6,-3.0393,0.278,0.199,-3.1167
