"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.15024627349043,2.6137275074182,3.15306596604178,3.67114947420601,2225,1.0013
"mu_mu_C[1]",0.00943460754335944,-0.40855469809699,-0.00319026588535921,0.500259805768433,3048,1.0007
"sigma_eps_E",0.363028237894246,0.20753239671497,0.342923211465152,0.627221230828119,3402,1.001
"sigma_eps_C",0.345277788454344,0.193356183032941,0.326273586410475,0.606831949928838,3883,1.0004
"phi_E",0.425420849070864,-0.187386025977089,0.453232987211759,0.869383029891956,3581,0.9999
"phi_C",0.298975912591384,-0.424011235575378,0.329519193039522,0.848589315076665,3882,1.0009
"sigma_r_E",0.477200999896033,0.434853456320808,0.476436979818561,0.524792598584038,14899,0.9997
"sigma_r_C",1.08591394114386,1.02179411634683,1.08572306889558,1.15147200957722,16843,0.9997
"r_E",4.42107329248001,3.6309861920632,4.40543780267642,5.28827643751657,15281,0.9997
"r_C",0.850367105227978,0.754211638581779,0.848324224598106,0.957796410977496,16927,0.9997
"sigma_mu_E",17.6822763608017,0.0790724713771407,1.98426881869184,57.1260146821698,7363,1.0001
"sigma_mu_C",20.1719498180669,0.0806514526117071,1.92041119977175,48.1198115621932,5116,1
"sigma_IE",0.598466948717851,0.258487933547695,0.57467839731423,1.07253605695834,6647,1.0001
"R_G",1.28065997760501,1.24529790592782,1.28026448576101,1.31707869235547,15670,0.9999
"R_G_boat",4.51286082295798,1.51452700158127,3.99279971282774,10.6044498538497,11356,0.9998
"B1",1.03265256593908,0.89590351167972,1.03268457525814,1.17157055686448,13776,0.9996
"B2",0.065829048262762,-0.269394122398073,0.0628787351396833,0.411581422941151,12707,0.9997
"B1_C",-0.423376239794004,-0.550912937240944,-0.423636831229469,-0.292821437187574,15125,0.9997
"kappa_OSP",3.13887886923234,1.64408152128751,2.99225583439204,5.42502408149207,14802,1.0002
"sigma_r_OSP",10.5595490381462,0.0726543955620582,1.97516712816256,46.9423651107974,5355,1.0006
"r_OSP",3665.90916587147,0.00045380584361371,0.256325789439975,189.442806750079,7987,1
"f_crab[1]",1,1,1,1,NA,NA
"f_lower[1]",0,0,0,0,NA,NA
