"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,4,0.939693729359961,5.998,6,62.961,0.0644935774510544,1.03101297739076,FALSE
2,2000,4,0.967767452803446,6.6445,7,109.572,0.0483296193891198,0.913698675459231,FALSE
3,2000,0,0.974092499770102,6.999,7,126.968,0.0432694104958192,0.982521151989739,FALSE
4,2000,2,0.939172376918398,5.999,6,62.9935,0.0671265530522469,0.95073152890413,FALSE
