"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.95490233496145,0.821260688974871,3.01233011932214,4.85094100278,1220,1.0021
"mu_mu_C[1]",1.08948919728472,0.636105708700775,1.10124227158088,1.46356022653089,1343,1.0022
"sigma_eps_E",1.07017181619433,0.608231872407209,1.00413702196277,1.90354910540835,1173,1.0011
"sigma_eps_C",0.434195287675757,0.132779053009615,0.408504898746331,0.864727721900176,1600,0.9999
"phi_E",0.727083695603864,0.320651983922848,0.762012515865224,0.943360193855945,1159,0.9993
"phi_C",-0.104024347714156,-0.771807819404148,-0.143193106750847,0.722730243824509,2042,1.0005
"sigma_r_E",1.05699150238873,0.932934437477647,1.05474178921091,1.19394763695324,7617,0.9994
"sigma_r_C",0.768343275883722,0.650115392516168,0.765370226040531,0.900333097067629,4928,0.9999
"r_E",0.905975873109834,0.70150285241812,0.898892368973055,1.14894106208056,7170,0.9994
"r_C",1.72988286581143,1.23365456545394,1.70709178962065,2.36602376560791,4956,0.9996
"sigma_mu_E",13.4222779746245,0.0863734465545421,1.91956506660615,47.9712065033034,3421,1.0003
"sigma_mu_C",52.7127417326358,0.0857737275637416,1.98507514665409,54.3728406491371,1990,1.001
"sigma_IE",0.200339679714507,0.00510854419931493,0.137662456820253,0.773152279102787,6334,0.9994
"R_G",1.36090973987205,0.721067848812582,1.30733919913435,2.3356452131773,6103,1.0002
"R_G_boat",3.54812055545122,3.23933976427184,3.54563447350422,3.87864527954801,7381,0.9993
"B1",0.64179676403674,0.397335236265257,0.641002352106925,0.89775090688054,6818,0.9995
"B2",0.509711381107784,-0.0798755565143943,0.515185622681054,1.12680525392985,6017,0.9995
"B1_C",-0.194029072531379,-0.527605604810594,-0.193885249252063,0.145585870808333,7984,0.9995
"kappa_OSP",3.14841568090929,1.63247047138595,3.00690626172136,5.5055660212817,5764,0.9997
"sigma_r_OSP",0.793678751184489,0.674913777697454,0.790904101139811,0.928762976174351,6049,1.0002
"r_OSP",1.61938544390824,1.15928498509093,1.59864614728847,2.19534821394751,5770,1.0001
"f_crab[1]",0.301710109764499,0.121517943994097,0.294486696868074,0.521861836018147,8877,0.9992
"f_lower[1]",0,0,0,0,NA,NA
