"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,1000,15,0.891745537417767,6.962,7,125.764,0.0414805975498198,1.01251070338502,FALSE
2,1000,3,0.956136492178064,6.996,7,126.857,0.0319022504595809,0.873237081543685,FALSE
3,1000,0,0.951063964028584,7,7,127,0.0348696037402886,1.03499539434593,FALSE
4,1000,4,0.941620873198344,6.993,7,126.752,0.0351035822369942,1.0655276627154,FALSE
