"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-473.392801761009,19.4500138967942,52.4716811771441,16,-420.92
"catch",131,-455.145203250274,9.50842104534411,8.38510035417903,0,-446.76
