"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_mu_E",0.706499068543677,0.506302128288717,0.691619396833253,0.0529754030072143,0.0561853434538161
"sigma_mu_C",0.833590311352498,0.963730452064706,0.264972401109759,0.0529754030072143,0.0561853434538161
"R_G_boat",3.54831854833102,3.58710931303138,0.202167041835761,0.0529754030072143,0.0561853434538161
"sigma_r_E",0.306474296120404,0.30673764732509,-0.0901574919552578,0.0529754030072143,0.0561853434538161
"r_C",1.52921537252141,1.54993786379009,0.0873815636036752,0.0529754030072143,0.0561853434538161
"sigma_r_C",0.8086594618364,0.803238749434314,-0.0850175126420151,0.0529754030072143,0.0561853434538161
"r_E",10.6466232875447,10.6283899418485,0.0836971487035075,0.0529754030072143,0.0561853434538161
"R_G",1.2226251093863,1.21995745238219,-0.0836019990015141,0.0529754030072143,0.0561853434538161
"sigma_eps_C",0.132181477907552,0.133148159937619,0.0730094699044407,0.0529754030072143,0.0561853434538161
"sigma_eps_E",0.806395386596033,0.812935224292042,0.0727674697935087,0.0529754030072143,0.0561853434538161
"phi_E",0.886362752809386,0.888890844417997,0.0592150202186425,0.0529754030072143,0.0561853434538161
"sigma_IE",0.138843997601031,0.16274438693019,0.058661379791915,0.0529754030072143,0.0561853434538161
"phi_C",0.105254875735411,0.0664317801123223,-0.052310692199741,0.0529754030072143,0.0561853434538161
