"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"trailer",1,2,"2024-12-02",1,-1.3043,0.4992,0.746,-1.6429
"trailer",2,3,"2024-12-03",2,-1.6046,0.3671,0.351,-1.7559
"trailer",3,4,"2024-12-04",5,-2.3244,0.6842,0.584,-2.9255
"trailer",4,5,"2024-12-05",3,-1.853,0.3926,0.419,-2.0244
"trailer",5,6,"2024-12-06",2,-1.5971,0.3421,0.532,-1.7301
"trailer",6,7,"2024-12-07",2,-1.6251,0.4348,0.727,-1.8749
"trailer",7,10,"2024-12-10",1,-1.2587,0.3264,0.291,-1.3724
"trailer",8,11,"2024-12-11",0,-0.5199,0.4373,0.484,-0.7285
"trailer",9,12,"2024-12-12",1,-1.3182,0.3716,0.293,-1.4635
"trailer",10,13,"2024-12-13",0,-0.4371,0.3831,0.57,-0.601
"trailer",11,14,"2024-12-14",0,-0.7422,0.5857,0.4,-1.1242
"trailer",12,15,"2024-12-15",2,-1.6823,0.4801,0.415,-1.9429
"trailer",13,18,"2024-12-18",4,-2.2479,0.8427,0.66,-3.2036
"trailer",14,20,"2024-12-20",1,-1.2131,0.3082,0.66,-1.33
"trailer",15,21,"2024-12-21",1,-1.2574,0.3914,0.619,-1.4406
"trailer",16,22,"2024-12-22",1,-1.2529,0.3816,0.477,-1.4231
"trailer",17,23,"2024-12-23",2,-1.7477,0.5234,0.426,-2.054
"trailer",18,24,"2024-12-24",1,-1.2119,0.2774,0.476,-1.296
"trailer",19,26,"2024-12-26",0,-0.8186,0.6343,0.605,-1.2802
"trailer",20,27,"2024-12-27",2,-1.6406,0.3863,0.368,-1.8033
"trailer",21,28,"2024-12-28",5,-2.3064,0.6953,0.71,-2.9859
"trailer",22,31,"2024-12-31",2,-1.6256,0.4151,0.528,-1.8295
"trailer",23,32,"2025-01-01",3,-1.9878,0.6144,0.589,-2.4476
"trailer",24,33,"2025-01-02",0,-0.4537,0.3897,0.483,-0.6207
"trailer",25,34,"2025-01-03",0,-0.3513,0.3227,0.4,-0.4629
"trailer",26,35,"2025-01-04",0,-0.5412,0.5276,0.432,-0.8553
"trailer",27,38,"2025-01-07",0,-0.7336,0.6231,0.788,-1.2386
"trailer",28,39,"2025-01-08",4,-2.5336,1.1168,0.987,-4.2282
"trailer",29,40,"2025-01-09",1,-1.217,0.3181,0.757,-1.3422
"trailer",30,41,"2025-01-10",1,-1.2033,0.2696,0.407,-1.2838
"trailer",31,42,"2025-01-11",1,-1.3322,0.5493,0.848,-1.762
"trailer",32,45,"2025-01-14",5,-2.3952,0.8788,0.953,-3.7031
"trailer",33,47,"2025-01-16",0,-1.1471,0.8114,0.671,-1.9487
"trailer",34,48,"2025-01-17",3,-1.9449,0.5437,0.623,-2.3047
"trailer",35,49,"2025-01-18",4,-2.0786,0.5204,0.658,-2.4271
"trailer",36,52,"2025-01-21",1,-1.2273,0.3098,0.443,-1.3344
"trailer",37,53,"2025-01-22",1,-1.2247,0.2741,0.346,-1.304
"trailer",38,54,"2025-01-23",0,-0.588,0.4746,0.491,-0.8391
"trailer",39,55,"2025-01-24",1,-1.2447,0.2913,0.305,-1.3334
"trailer",40,56,"2025-01-25",1,-1.2508,0.3895,0.892,-1.4697
"trailer",41,60,"2025-01-29",3,-2.3373,1.1141,0.792,-3.9701
"trailer",42,61,"2025-01-30",0,-0.5215,0.4399,0.409,-0.7311
"trailer",43,62,"2025-01-31",0,-0.3381,0.3148,0.345,-0.443
"trailer",44,63,"2025-02-01",0,-0.4378,0.4451,0.441,-0.6553
"trailer",45,67,"2025-02-05",0,-0.256,0.2889,0.448,-0.3465
"trailer",46,68,"2025-02-06",0,-0.2705,0.2847,0.412,-0.3574
"trailer",47,69,"2025-02-07",0,-0.3277,0.315,0.576,-0.4377
"trailer",48,70,"2025-02-08",2,-1.7935,0.6858,0.735,-2.4129
"trailer",49,73,"2025-02-11",0,-0.4771,0.4628,0.686,-0.7345
"trailer",50,74,"2025-02-12",1,-1.2946,0.365,0.243,-1.4354
"trailer",51,76,"2025-02-14",1,-1.2396,0.3,0.44,-1.3359
"trailer",52,77,"2025-02-15",2,-1.7032,0.526,0.31,-2.0199
"trailer",53,81,"2025-02-19",0,-0.3202,0.3541,0.548,-0.4626
"trailer",54,82,"2025-02-20",0,-0.2865,0.2881,0.41,-0.3755
"trailer",55,83,"2025-02-21",0,-0.3068,0.2993,0.412,-0.4018
"trailer",56,84,"2025-02-22",1,-1.3025,0.3865,0.436,-1.463
"trailer",57,87,"2025-02-25",0,-0.4928,0.4754,0.617,-0.7547
"trailer",58,88,"2025-02-26",2,-2.0877,0.915,0.652,-3.0742
"trailer",59,89,"2025-02-27",0,-0.4898,0.4248,0.476,-0.6908
"trailer",60,90,"2025-02-28",0,-0.4745,0.4104,0.634,-0.6651
"trailer",61,91,"2025-03-01",2,-1.8125,0.6678,0.496,-2.3414
"trailer",62,94,"2025-03-04",0,-0.382,0.3823,0.389,-0.5418
"trailer",63,95,"2025-03-05",0,-0.3914,0.3675,0.496,-0.5403
"trailer",64,96,"2025-03-06",1,-1.3433,0.403,0.296,-1.5151
"trailer",65,98,"2025-03-08",0,-0.8158,0.3893,0.252,-0.9709
"trailer",66,101,"2025-03-11",2,-1.542,0.2063,0.194,-1.5856
"trailer",67,102,"2025-03-12",1,-1.1461,0.1455,0.249,-1.1677
"trailer",68,104,"2025-03-14",1,-1.4042,0.4221,0.159,-1.5881
"trailer",69,105,"2025-03-15",0,-0.3601,0.2445,0.203,-0.421
"trailer",70,108,"2025-03-18",2,-2.273,1.0204,0.718,-3.4712
"trailer",71,109,"2025-03-19",0,-0.3262,0.2506,0.337,-0.3914
"trailer",72,109,"2025-03-19",0,-0.3262,0.2506,0.337,-0.3914
"trailer",73,110,"2025-03-20",0,-0.2748,0.1825,0.135,-0.3085
"trailer",74,111,"2025-03-21",0,-0.5216,0.3681,0.535,-0.6674
"trailer",75,112,"2025-03-22",1,-1.5679,0.3667,0.239,-1.7048
"trailer",76,112,"2025-03-22",6,-3.1851,0.8014,0.445,-3.8719
"trailer",77,113,"2025-03-23",0,-0.9821,0.4251,0.137,-1.1652
"trailer",78,115,"2025-03-25",8,-3.4249,1.6902,1.022,-7.1466
"trailer",79,117,"2025-03-27",0,-0.3168,0.189,0.159,-0.3528
"trailer",80,118,"2025-03-28",0,-0.376,0.2095,0.322,-0.4204
"trailer",81,122,"2025-04-01",1,-1.1283,0.127,0.196,-1.1448
"trailer",82,123,"2025-04-02",1,-1.1233,0.1217,0.276,-1.1384
"trailer",83,124,"2025-04-03",6,-2.6204,0.5835,0.362,-2.9812
"trailer",84,125,"2025-04-04",13,-3.0839,0.6853,0.519,-3.616
"trailer",85,125,"2025-04-04",9,-2.4957,0.2669,0.366,-2.5709
"trailer",86,126,"2025-04-05",16,-4.0217,0.9965,0.585,-5.1098
"trailer",87,131,"2025-04-10",0,-0.6635,0.4901,0.424,-0.9271
"trailer",88,132,"2025-04-11",2,-1.4889,0.1436,0.168,-1.5099
"trailer",89,136,"2025-04-15",2,-1.6146,0.4077,0.602,-1.8216
"trailer",90,140,"2025-04-19",2,-1.5188,0.1901,0.258,-1.5562
"trailer",91,144,"2025-04-23",10,-3.8149,1.0351,0.524,-4.9848
"trailer",92,145,"2025-04-24",3,-1.7799,0.262,0.46,-1.8536
"trailer",93,145,"2025-04-24",3,-1.7799,0.262,0.46,-1.8536
"trailer",94,146,"2025-04-25",7,-2.7233,0.9093,0.764,-3.8151
"trailer",95,150,"2025-04-29",2,-1.6179,0.3582,0.325,-1.7566
"trailer",96,150,"2025-04-29",3,-1.7901,0.2718,0.434,-1.8692
"trailer",97,151,"2025-04-30",7,-2.2969,0.2213,0.346,-2.3484
"trailer",98,152,"2025-05-01",56,-4.6281,0.6542,0.345,-5.0768
"trailer",99,152,"2025-05-01",56,-4.6281,0.6542,0.345,-5.0768
"trailer",100,153,"2025-05-02",3,-1.8416,0.356,0.385,-1.9806
