"event_date","day_type","ie_crabber_hours","max_present","mean_present","L_effective","mean_gear","n_counts","gear_est_crabber_hrs","f_temporal","pct_error"
2024-10-21,"Weekday",88.5,25,7.86666666666667,3.54,29,1,262.359233561372,0.337323748048295,196.451111368781
2024-11-09,"Weekend",158.25,31,17.1081081081081,5.10483870967742,22,1,183.604217452248,0.861908305789097,16.0216224026843
2024-12-06,"Weekend",123.25,20,13.3243243243243,6.1625,25,1,191.732787296805,0.642821719423538,55.5641276241829
2025-01-22,"Weekday",23.5,6,2.61111111111111,3.91666666666667,8,1,64.3550375530869,0.365161778992277,173.851223630157
2025-02-28,"Weekend",240,48,25.2631578947368,5,16,1,150.370101466558,1.59606196750074,-37.3457910556009
2025-08-26,"Weekday",331,47,21.7049180327869,7.04255319148936,31.8,5,364.773153643382,0.907413269573013,10.20336968078
