"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.0576923076923077,0.403846153846154,0.883389423076923,0.229994583341276,52,52
"catch",0.559808612440191,0.982456140350877,0.518307416267943,0.299627936701669,627,627
