"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.05735105729676,2.65274542228579,3.05069851086019,3.49945120093837,2881,1
"mu_mu_C[1]",0.306173232707729,0.0824281010173331,0.306336626690376,0.532953953793315,4609,1.0001
"mu_mu_C[2]",0.152664440276654,-0.153968857324054,0.152628379441346,0.456313481485588,6523,1.0004
"mu_mu_C[3]",0.490840219888929,0.294859023328012,0.491116562308518,0.690296026400829,4224,1.0007
"mu_mu_C[4]",0.252802378778145,0.0322136535311332,0.252024413461607,0.477938428215256,4762,0.9998
"sigma_eps_E",0.237102004975225,0.0109076618506266,0.195093141494238,0.723703201359037,2389,1.0012
"sigma_eps_C",0.115733323510662,0.00822804700517607,0.107970673475415,0.275751875890038,1805,1.0006
"phi_E",0.0957762240938754,-0.723435456571099,0.114062973676431,0.81831262386988,6581,0.9998
"phi_C",-0.182169981852353,-0.849748656137993,-0.235339973090373,0.717683662467726,3382,1.0008
"sigma_r_E",0.564030592194623,0.445579631925669,0.558373105341028,0.709390973269432,8918,0.9996
"sigma_r_C",0.764784784057557,0.688905190699187,0.763782749926448,0.844127032096541,10365,0.9998
"r_E",3.28042029072108,1.98714101515207,3.20738442880648,5.03673775401013,8889,0.9997
"r_C",1.72347361444344,1.40340940825743,1.71419534152467,2.10708029728673,10192,0.9998
"sigma_mu_E",12.1605998334276,0.06589526320782,2.00816356787282,54.1935922713015,7474,1
"sigma_mu_C",12.3381418969549,0.0799548582540662,2.00900155635039,49.3058548739281,5292,1.0009
"sigma_IE",0.204504724079959,0.00543745622775484,0.143188455027897,0.743560662240579,10839,0.9998
"R_G",1.32418495789085,1.26377793603981,1.32399167514904,1.38553599814367,11371,0.9999
"R_G_boat",4.54767875235011,1.50949768573955,4.00612408386494,10.6834316482026,9920,0.9997
"B1",0.471961192479197,0.137528382469381,0.471132956006979,0.804863943809831,8717,1
"B2",0.0516728123565239,-0.973898472119043,0.036669059380682,1.21538433445417,9781,1.0002
"B1_C",-0.162032955223862,-0.325689053113715,-0.161449339448714,0.00241602952609567,5279,0.9998
