"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",6261.183,7.012758476444,640.908976220863,5101.925,5819,6227.5,6666,7622,8352.47038861619,0.999723427222261
"E_sum",4793.96632908961,4.76274714508425,446.200467496661,3988.91420451778,4482.0950641358,4771.23484215245,5075.08766765072,5737.22011114189,8776.9776247077,0.999842447726808
"C_sum_gear[1]",1890.767,2.48550076442102,229.08178947547,1484,1729,1876,2036,2384.025,8494.80339249672,1.00000177727823
"C_sum_gear[2]",640.1065,1.06910872121628,108.734750947008,453,564,632,704.25,880.025,10344.1065064926,0.999930570452411
"C_sum_gear[3]",2372.489,2.94312537042823,278.241492538445,1872.975,2179,2360,2548,2972,8937.71009493971,0.999679179888126
"C_sum_gear[4]",1357.8205,1.80848068173717,172.25474156536,1052,1237.75,1347,1465,1735,9072.24192323657,0.999916046935402
"B1",0.471961192479197,0.00177897255094919,0.166095774253535,0.137528382469381,0.364620140982418,0.471132956006979,0.581323294591052,0.804863943809831,8717.23336994703,0.999985826595493
"B2",0.0516728123565239,0.0055403082637351,0.547934063238328,-0.973898472119043,-0.323598865731801,0.036669059380682,0.40099395865117,1.21538433445417,9781.12345697168,1.00024077018589
"r_C_gear_out[1]",1.72347361444344,0.00177332476330537,0.179029512824682,1.40340940825743,1.59732289525132,1.71419534152467,1.83664349927574,2.10708029728673,10192.3118291839,0.99975538401632
"r_C_gear_out[2]",1.72347361444344,0.00177332476330537,0.179029512824682,1.40340940825743,1.59732289525132,1.71419534152467,1.83664349927574,2.10708029728673,10192.3118291839,0.99975538401632
"r_C_gear_out[3]",1.72347361444344,0.00177332476330537,0.179029512824682,1.40340940825743,1.59732289525132,1.71419534152467,1.83664349927574,2.10708029728673,10192.3118291839,0.99975538401632
"r_C_gear_out[4]",1.72347361444344,0.00177332476330537,0.179029512824682,1.40340940825743,1.59732289525132,1.71419534152467,1.83664349927574,2.10708029728673,10192.3118291839,0.99975538401632
"sigma_eps_C_gear_out[1]",0.115733323510662,0.00164442796150125,0.0698718355665059,0.00822804700517607,0.0639793219359953,0.107970673475415,0.156531455154709,0.275751875890038,1805.40482758468,1.00055922851501
"sigma_eps_C_gear_out[2]",0.115733323510662,0.00164442796150125,0.0698718355665059,0.00822804700517607,0.0639793219359953,0.107970673475415,0.156531455154709,0.275751875890038,1805.40482758468,1.00055922851501
"sigma_eps_C_gear_out[3]",0.115733323510662,0.00164442796150125,0.0698718355665059,0.00822804700517607,0.0639793219359953,0.107970673475415,0.156531455154709,0.275751875890038,1805.40482758468,1.00055922851501
"sigma_eps_C_gear_out[4]",0.115733323510662,0.00164442796150125,0.0698718355665059,0.00822804700517607,0.0639793219359953,0.107970673475415,0.156531455154709,0.275751875890038,1805.40482758468,1.00055922851501
