"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1393.52596440278,16.5978043883322,11.2724180148403,0,-1382.25
"catch",1649,-3159.23200282475,46.4263957423433,26.2709988637726,0,-3132.96
