"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-228.36961117844,6.14725017370329,6.31936954354387,0,-222.05
"catch",627,-1448.2924326857,21.9653648942626,11.3049194356943,0,-1436.99
