"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.687179487179487,0.984615384615385,0.496358974358974,0.266890859067113,195,195
"catch",0.595419847328244,0.977099236641221,0.512290076335878,0.273956988512083,131,131
