"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,2,0.951727912517477,4.9985,5,30.991,0.116584115473462,0.872701565594413,FALSE
2,2000,0,0.973879203957003,5.833,6,59.464,0.0911986457039745,0.886652003883997,FALSE
3,2000,1,0.960117713935613,4.9995,5,31.014,0.108090694855269,0.88709810355744,FALSE
4,2000,1,0.971258041922706,5.5155,6,51.724,0.0956662606681443,0.896338197427048,FALSE
