"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.09864315447466,2.55744351570613,3.09512434376501,3.65184781209549,2103,1.0013
"mu_mu_C[1]",-0.0413840178460591,-0.462571671607577,-0.0591554792985725,0.49321121113293,2262,1.0013
"mu_mu_C[2]",-0.293498894621262,-0.736801603207113,-0.30167814097121,0.190474211579381,2811,1.0008
"mu_mu_C[3]",0.134845700668528,-0.362376356523152,0.126314014798768,0.673716527310303,3856,1.0003
"mu_mu_C[4]",0.572109880694628,0.161471347658057,0.549026075949964,1.11699206679671,2576,1.0005
"mu_mu_C[5]",-0.0710047211178726,-0.479549681597079,-0.0916711941683913,0.456394641019139,2792,1.0009
"sigma_eps_E",0.374927802014664,0.208992972217814,0.354612721952766,0.666761788771384,2816,1.0005
"sigma_eps_C",0.30687502830035,0.204400459136943,0.301073525938087,0.44300458870768,3836,1.0004
"phi_E",0.424142330927145,-0.22231192843995,0.4521752244978,0.878390442121149,2808,1.0012
"phi_C",0.451170295645604,-0.12889110379207,0.482306422042994,0.868395754401598,1973,1.0026
"sigma_r_E",0.554716405345997,0.508610222265823,0.553945633498454,0.604428579601957,13260,1
"sigma_r_C",1.0302299349187,0.965249129412961,1.03033692781781,1.09700041921038,14353,0.9997
"r_E",3.26895385794192,2.73722197331431,3.25886007455964,3.86571499339575,13257,1
"r_C",0.945187790328163,0.83097204402761,0.941979538221763,1.07330008306285,13997,0.9997
"sigma_mu_E",10.4763662859053,0.0842903072325185,1.97136962991852,48.2839986275214,4678,1.0001
"sigma_mu_C",16.3266678953043,0.0916376929720274,1.99102942213717,45.8295519705934,7796,0.9999
"sigma_IE",0.869484299252812,0.499201399173262,0.837352908848757,1.39274793260243,10182,0.9999
"R_G",1.27935459341999,1.24300204030786,1.27957408134948,1.3160598526641,16551,0.9999
"R_G_boat",4.53785883979011,1.49282233898554,3.99064471756942,10.6271775300447,10500,0.9997
"B1",0.763221470460078,0.627038971602903,0.763465276624929,0.899082394268922,13118,0.9996
"B2",0.388558223660537,0.0186461935095468,0.385982435433629,0.783303269623552,12413,0.9998
"B1_C",-0.333235106135356,-0.462411808388178,-0.333493064538798,-0.202467688490045,12107,1.0002
