"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",20346.162125,12.6784095813802,1170.45138350366,18224.975,19530,20293,21102,22791.05,8522.7000330044,0.999864264931044
"E_sum",23673.688865003,10.777159748852,1057.03366468967,21722.4583248931,22941.8641411134,23618.8831086645,24358.2186617562,25856.1112253091,9619.86543986115,0.999753359812359
"C_sum_gear[1]",3772.894125,3.66780696068413,334.16351509753,3165.975,3541,3757,3989,4464,8300.51656467495,1.00030317706132
"C_sum_gear[2]",1977.727875,2.46833780800362,226.020615183207,1566.975,1821,1965,2120,2455.025,8384.6881463132,0.9999097851007
"C_sum_gear[3]",1760.668375,2.50472090563805,227.971612337728,1362.975,1599,1746,1903,2251,8284.05283948999,1.00032230450281
"C_sum_gear[4]",7573.306125,7.08833481548903,634.373392894663,6436.95,7134,7534,7970,8922.025,8009.42746073433,0.999750030668085
"C_sum_gear[5]",5261.565625,4.33691381132702,405.412416369772,4529,4975,5239,5519,6116.025,8738.4118223732,1.0000109561763
"B1",0.763221470460078,0.000610999633470622,0.0699809467848798,0.627038971602903,0.715325082494746,0.763465276624929,0.811037919507157,0.899082394268922,13118.3051277074,0.999558933240776
"B2",0.388558223660537,0.00176091405633332,0.196192013208852,0.0186461935095468,0.256261483187198,0.385982435433629,0.517277808515964,0.783303269623552,12413.2735786986,0.999773314441398
"r_C_gear_out[1]",0.945187790328163,0.000522403661908661,0.0618050665469458,0.83097204402761,0.902166795811315,0.941979538221763,0.984486593330878,1.07330008306285,13997.0247850267,0.999699024795037
"r_C_gear_out[2]",0.945187790328163,0.000522403661908661,0.0618050665469458,0.83097204402761,0.902166795811315,0.941979538221763,0.984486593330878,1.07330008306285,13997.0247850267,0.999699024795037
"r_C_gear_out[3]",0.945187790328163,0.000522403661908661,0.0618050665469458,0.83097204402761,0.902166795811315,0.941979538221763,0.984486593330878,1.07330008306285,13997.0247850267,0.999699024795037
"r_C_gear_out[4]",0.945187790328163,0.000522403661908661,0.0618050665469458,0.83097204402761,0.902166795811315,0.941979538221763,0.984486593330878,1.07330008306285,13997.0247850267,0.999699024795037
"r_C_gear_out[5]",0.945187790328163,0.000522403661908661,0.0618050665469458,0.83097204402761,0.902166795811315,0.941979538221763,0.984486593330878,1.07330008306285,13997.0247850267,0.999699024795037
"sigma_eps_C_gear_out[1]",0.30687502830035,0.000993070382141627,0.0615043377684315,0.204400459136943,0.263134222307278,0.301073525938087,0.344188741002458,0.44300458870768,3835.76007569669,1.00044570297005
"sigma_eps_C_gear_out[2]",0.30687502830035,0.000993070382141627,0.0615043377684315,0.204400459136943,0.263134222307278,0.301073525938087,0.344188741002458,0.44300458870768,3835.76007569669,1.00044570297005
"sigma_eps_C_gear_out[3]",0.30687502830035,0.000993070382141627,0.0615043377684315,0.204400459136943,0.263134222307278,0.301073525938087,0.344188741002458,0.44300458870768,3835.76007569669,1.00044570297005
"sigma_eps_C_gear_out[4]",0.30687502830035,0.000993070382141627,0.0615043377684315,0.204400459136943,0.263134222307278,0.301073525938087,0.344188741002458,0.44300458870768,3835.76007569669,1.00044570297005
"sigma_eps_C_gear_out[5]",0.30687502830035,0.000993070382141627,0.0615043377684315,0.204400459136943,0.263134222307278,0.301073525938087,0.344188741002458,0.44300458870768,3835.76007569669,1.00044570297005
