"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.32418495789085,0.0309432886424843,1.32399167514904,1.26377793603981,1.38553599814367,0.926,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0957762240938754,0.41985573457151,0.114062973676431,-0.723435456571099,0.81831262386988,0.061,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.182169981852353,0.425344202068144,-0.235339973090373,-0.849748656137993,0.717683662467726,0.049,TRUE
"B1","normal(0, 1.0)",0,1,0.471961192479197,0.166095774253535,0.471132956006979,0.137528382469381,0.804863943809831,0.834,FALSE
"B2","normal(0, 1.0)",0,1,0.0516728123565239,0.547934063238328,0.036669059380682,-0.973898472119043,1.21538433445417,0.452,TRUE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.05735105729676,0.210006602063969,3.05069851086019,2.65274542228579,3.49945120093837,0.895,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.306173232707729,0.112773182043482,0.306336626690376,0.0824281010173331,0.532953953793315,0.944,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,0.237102004975225,0.192247690411428,0.195093141494238,0.0109076618506266,0.723703201359037,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.115733323510662,0.0698718355665059,0.107970673475415,0.00822804700517607,0.275751875890038,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.564030592194623,0.0680799703528365,0.558373105341028,0.445579631925669,0.709390973269432,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.764784784057557,0.0395126954978853,0.763782749926448,0.688905190699187,0.844127032096541,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,12.1605998334276,183.403613008703,2.00816356787282,0.06589526320782,54.1935922713015,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,12.3381418969549,134.591277534223,2.00900155635039,0.0799548582540662,49.3058548739281,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.162032955223862,0.0836639303560278,-0.161449339448714,-0.325689053113715,0.00241602952609567,0.916,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.54767875235011,2.43739251884894,4.00612408386494,1.50949768573955,10.6834316482026,-0.009,TRUE
