"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,167068,146956,199871
"Dungeness_Kept","Expected_Catch",100846,100418,77588,135374
"Dungeness_Kept","Predictive_Catch",NA,100367,77518,135299
