"Month","BSS_Catch_median","BSS_Catch_lo95","BSS_Catch_hi95","BSS_Effort_median","BSS_Effort_lo95","BSS_Effort_hi95"
"2024-09",3415,3089,3945,6195,5720,7020
"2024-10",6077,5569,6752,11000,10233,12022
"2024-11",3411,2842,4188,5620,4818,6708
"2024-12",10222,9339,11534,6491,5391,7959
"2025-01",7430,6829,8448,5720,4678,7264
"2025-02",1783,1462,2305,3548,2805,4639
"2025-03",2136,1517,3420,5272,4251,6768
"2025-04",4908,3417,8033,10190,8110,13298
"2025-05",6018,3980,10122,11556,8992,15698
"2025-06",6756,3624,15965,13235,8805,23867
"2025-07",19679,9847,41425,35520,24445,60787
"2025-08",17581,9431,32523,33675,26404,50391
"2025-09",8146,4096,16056,15684,11692,22152
