"parameter","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"B1",0.286075141805176,0.00126807364664811,0.151417827982124,-0.0118390023249832,0.184457171019849,0.286645133985977,0.387370064360589,0.579561397307405,14258.2120786651,0.999973516869229
"B2",0.677880624308063,0.00315175048639277,0.378901331030503,-0.0540573632810608,0.422077678473792,0.67356372910828,0.931288166358338,1.44072246549711,14452.6872468459,0.999995867104084
"B1_C",-0.109658523466106,0.0020259948268397,0.21910223555071,-0.538014635861533,-0.256187597536451,-0.110103043153397,0.0399280314886797,0.311193625283379,11695.4504518488,0.999922818186734
"sigma_eps_E",0.800905389358776,0.00286948145194024,0.163707223516308,0.523946040683932,0.685794063307327,0.784102520524898,0.901891714385861,1.16230365704639,3254.83398590101,1.0001769396199
"Lcorr_E[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"sigma_r_E",0.786113191465762,0.000653269012244771,0.0625635586989613,0.670109047528701,0.742735900728844,0.784034396265434,0.82651400380562,0.915418943229508,9171.88861815556,0.999770905543003
"phi_E_scaled",0.919258341697454,0.000665847824456976,0.0407130531015717,0.825312363598757,0.895545538008532,0.924438964451797,0.949149203315853,0.982125213838439,3738.67206612774,1.0006023251482
"eps_E[1,1]",-0.307088802818978,0.00825033075086238,0.872706473319738,-2.00173875173739,-0.886337171033958,-0.318289317133191,0.285513554466054,1.4224709803385,11189.0618811289,0.999790820086287
"eps_E[2,1]",-1.12738432050031,0.00549294688382822,0.624773396736358,-2.35467173149385,-1.53825391038222,-1.12817017183716,-0.706107964577734,0.0775123782972476,12937.0202669136,1.00019301892661
"eps_E[3,1]",0.119458698901728,0.00628740011279052,0.654011673367316,-1.17387849723917,-0.309987822088782,0.127086446550399,0.55667686767298,1.4079490378291,10820.0384244248,0.999740999049813
"eps_E[4,1]",-0.145980517686572,0.00564967909300927,0.624365030940188,-1.38534520251141,-0.563280892046311,-0.145973843496795,0.274010566853509,1.05379804905828,12213.2031864357,0.999804750764008
"eps_E[5,1]",-0.737828255702507,0.0067333492475239,0.772471989175936,-2.23829131461714,-1.25454215124867,-0.730728814152725,-0.223351424332442,0.784738159493387,13161.433635798,0.999893342088502
"eps_E[6,1]",-0.708429261772548,0.00678697226279283,0.752345229151874,-2.16190564114775,-1.21406557750297,-0.707093719056681,-0.200029564419033,0.780390718782464,12288.0280493659,1.00000491231446
"eps_E[7,1]",0.280332556669897,0.00619192426339924,0.691141956183922,-1.04994981159053,-0.183102602855374,0.274198627275641,0.737482435843392,1.64722804589012,12459.001682874,0.999884113885954
"eps_E[8,1]",0.230335214999453,0.00562761216286075,0.623337190933002,-0.978083619785249,-0.1770586609997,0.225986827545454,0.629200679312503,1.48595345465524,12268.6777619504,0.999742307551319
"eps_E[9,1]",-1.10576766844618,0.00588516477122087,0.654648150016779,-2.39448954071906,-1.54264812270321,-1.09098606470433,-0.661084622447558,0.16443313015407,12373.6730556181,0.999749121337951
"eps_E[10,1]",-0.702272066691712,0.00617711817048146,0.711434184323076,-2.13298931908035,-1.16967463643641,-0.694587254587128,-0.227201284160163,0.683905934401695,13264.7063162156,0.999899072901345
"eps_E[11,1]",-0.805822258910231,0.00672720564942013,0.739741720861257,-2.25879616748864,-1.3038381466165,-0.807846633840726,-0.307867964858767,0.6262210637624,12091.7961822965,0.999931010593198
"eps_E[12,1]",-0.173577892454493,0.00665306013253823,0.74438257648121,-1.64594384160792,-0.673341905936464,-0.157527847833044,0.33258812998533,1.24481110628268,12518.4194977107,0.999674850580596
"eps_E[13,1]",-0.821422216609594,0.00711414119545388,0.77066771407751,-2.3171054383411,-1.35122895910508,-0.819631155824061,-0.307008354833027,0.68102477314814,11735.1695766891,0.999913412943922
"eps_E[14,1]",-0.142855222013587,0.00652067601549194,0.73338992763364,-1.57129484643815,-0.633086745928912,-0.141548448692745,0.349495583870676,1.27904959041568,12649.8284860644,0.999847363488263
"eps_E[15,1]",-0.589523571433434,0.0068487166022272,0.742683558404792,-2.04286582615417,-1.08485250112382,-0.598571087205107,-0.105987483781611,0.917951412718488,11759.5100585679,0.999835697167459
