"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"gear",1,"2024-12-01",76,68.179,0.6522,1e-05,2e-05,TRUE,TRUE
"gear",3,"2024-12-03",27,24.177,0.6489,0.00031,0.00112,TRUE,TRUE
"gear",4,"2024-12-04",30,24.177,0.7233,0.00031,0.00112,TRUE,TRUE
"gear",5,"2024-12-05",20,24.177,0.4305,0.00031,0.00112,TRUE,TRUE
"gear",6,"2024-12-06",25,24.177,0.5923,0.00031,0.00112,TRUE,TRUE
"gear",7,"2024-12-07",31,68.179,0.1152,1e-05,2e-05,FALSE,TRUE
"gear",10,"2024-12-10",23,24.177,0.5307,0.00031,0.00112,TRUE,TRUE
"gear",11,"2024-12-11",20,24.177,0.4305,0.00031,0.00112,TRUE,TRUE
"gear",12,"2024-12-12",39,24.177,0.8752,0.00031,0.00112,FALSE,TRUE
"gear",13,"2024-12-13",22,24.177,0.4982,0.00031,0.00112,TRUE,TRUE
"gear",14,"2024-12-14",37,68.179,0.1785,1e-05,2e-05,FALSE,TRUE
"gear",15,"2024-12-15",33,68.179,0.1351,1e-05,2e-05,FALSE,TRUE
"gear",18,"2024-12-18",32,24.177,0.7659,0.00031,0.00112,FALSE,TRUE
"gear",20,"2024-12-20",22,24.177,0.4982,0.00031,0.00112,TRUE,TRUE
"gear",21,"2024-12-21",20,68.179,0.0343,1e-05,2e-05,FALSE,TRUE
"gear",22,"2024-12-22",19,68.179,0.0295,1e-05,2e-05,FALSE,TRUE
"gear",23,"2024-12-23",29,24.177,0.6999,0.00031,0.00112,TRUE,TRUE
"gear",24,"2024-12-24",31,24.177,0.7453,0.00031,0.00112,TRUE,TRUE
"gear",26,"2024-12-26",33,24.177,0.7852,0.00031,0.00112,FALSE,TRUE
"gear",27,"2024-12-27",50,24.177,0.958,0.00031,0.00112,FALSE,TRUE
"gear",28,"2024-12-28",58,68.179,0.4453,1e-05,2e-05,TRUE,TRUE
"gear",31,"2024-12-31",96,73.531,0.7638,1e-05,2e-05,FALSE,TRUE
"gear",32,"2025-01-01",55,78.266,0.3273,0,2e-05,TRUE,TRUE
"gear",33,"2025-01-02",28,25.724,0.6303,0.00025,0.00091,TRUE,TRUE
"gear",34,"2025-01-03",55,25.724,0.9653,0.00025,0.00091,FALSE,TRUE
"gear",35,"2025-01-04",39,72.533,0.174,1e-05,2e-05,FALSE,TRUE
"gear",38,"2025-01-07",19,25.724,0.3547,0.00025,0.00091,TRUE,TRUE
"gear",39,"2025-01-08",29,25.724,0.6559,0.00025,0.00091,TRUE,TRUE
"gear",40,"2025-01-09",35,25.724,0.7838,0.00025,0.00091,FALSE,TRUE
"gear",41,"2025-01-10",34,25.724,0.7656,0.00025,0.00091,FALSE,TRUE
"gear",42,"2025-01-11",149,72.533,0.9614,1e-05,2e-05,FALSE,TRUE
"gear",45,"2025-01-14",50,25.724,0.9435,0.00025,0.00091,FALSE,TRUE
"gear",47,"2025-01-16",16,25.724,0.2564,0.00025,0.00091,TRUE,TRUE
"gear",48,"2025-01-17",47,25.724,0.925,0.00025,0.00091,FALSE,TRUE
"gear",49,"2025-01-18",62,72.533,0.4484,1e-05,2e-05,TRUE,TRUE
"gear",52,"2025-01-21",16,25.724,0.2564,0.00025,0.00091,TRUE,TRUE
"gear",53,"2025-01-22",8,25.724,0.0528,0.00025,0.00091,FALSE,TRUE
"gear",54,"2025-01-23",16,25.724,0.2564,0.00025,0.00091,TRUE,TRUE
"gear",55,"2025-01-24",9,25.724,0.0704,0.00025,0.00091,FALSE,TRUE
"gear",56,"2025-01-25",68,72.533,0.5185,1e-05,2e-05,TRUE,TRUE
"gear",60,"2025-01-29",32,25.724,0.7255,0.00025,0.00091,TRUE,TRUE
"gear",61,"2025-01-30",24,25.724,0.516,0.00025,0.00091,TRUE,TRUE
"gear",62,"2025-01-31",14,25.724,0.1946,0.00025,0.00091,FALSE,TRUE
"gear",63,"2025-02-01",48,53.169,0.4925,2e-05,7e-05,TRUE,TRUE
"gear",67,"2025-02-05",2,18.853,0.0063,0.00077,0.00266,FALSE,FALSE
"gear",68,"2025-02-06",4,18.853,0.026,0.00077,0.00266,FALSE,TRUE
"gear",69,"2025-02-07",13,18.853,0.3217,0.00077,0.00266,TRUE,TRUE
"gear",70,"2025-02-08",65,57.373,0.6677,2e-05,6e-05,TRUE,TRUE
"gear",73,"2025-02-11",20,18.853,0.6112,0.00077,0.00266,TRUE,TRUE
"gear",74,"2025-02-12",11,18.853,0.2357,0.00077,0.00266,FALSE,TRUE
"gear",76,"2025-02-14",23,18.853,0.7092,0.00077,0.00266,TRUE,TRUE
"gear",77,"2025-02-15",65,53.169,0.7189,2e-05,7e-05,TRUE,TRUE
"gear",81,"2025-02-19",12,18.853,0.2782,0.00077,0.00266,TRUE,TRUE
"gear",82,"2025-02-20",30,18.853,0.8642,0.00077,0.00266,FALSE,TRUE
"gear",83,"2025-02-21",18,18.853,0.5354,0.00077,0.00266,TRUE,TRUE
"gear",84,"2025-02-22",28,53.169,0.1714,2e-05,7e-05,FALSE,TRUE
"gear",87,"2025-02-25",11,18.853,0.2357,0.00077,0.00266,FALSE,TRUE
"gear",88,"2025-02-26",32,18.853,0.8926,0.00077,0.00266,FALSE,TRUE
"gear",89,"2025-02-27",32,18.853,0.8926,0.00077,0.00266,FALSE,TRUE
"gear",90,"2025-02-28",16,18.853,0.4527,0.00077,0.00266,TRUE,TRUE
"gear",91,"2025-03-01",105,50.597,0.9644,2e-05,7e-05,FALSE,TRUE
"gear",94,"2025-03-04",1,17.952,0.0023,0.00085,0.00294,FALSE,FALSE
"gear",94,"2025-03-04",3,17.952,0.0154,0.00085,0.00294,FALSE,FALSE
"gear",94,"2025-03-04",9,17.952,0.1705,0.00085,0.00294,FALSE,TRUE
"gear",95,"2025-03-05",0,17.952,4e-04,0.00085,0.00294,FALSE,FALSE
"gear",95,"2025-03-05",7,17.952,0.0994,0.00085,0.00294,FALSE,TRUE
"gear",95,"2025-03-05",1,17.952,0.0023,0.00085,0.00294,FALSE,FALSE
"gear",96,"2025-03-06",17,17.952,0.5259,0.00085,0.00294,TRUE,TRUE
"gear",96,"2025-03-06",35,17.952,0.9422,0.00085,0.00294,FALSE,TRUE
"gear",96,"2025-03-06",20,17.952,0.644,0.00085,0.00294,TRUE,TRUE
"gear",97,"2025-03-07",13,17.952,0.3459,0.00085,0.00294,TRUE,TRUE
"gear",97,"2025-03-07",9,17.952,0.1705,0.00085,0.00294,FALSE,TRUE
"gear",97,"2025-03-07",9,17.952,0.1705,0.00085,0.00294,FALSE,TRUE
"gear",98,"2025-03-08",58,50.597,0.671,2e-05,7e-05,TRUE,TRUE
"gear",98,"2025-03-08",54,50.597,0.6165,2e-05,7e-05,TRUE,TRUE
"gear",98,"2025-03-08",69,50.597,0.7919,2e-05,7e-05,FALSE,TRUE
"gear",101,"2025-03-11",18,17.952,0.5674,0.00085,0.00294,TRUE,TRUE
"gear",101,"2025-03-11",13,17.952,0.3459,0.00085,0.00294,TRUE,TRUE
"gear",101,"2025-03-11",12,17.952,0.2999,0.00085,0.00294,TRUE,TRUE
"gear",102,"2025-03-12",13,17.952,0.3459,0.00085,0.00294,TRUE,TRUE
"gear",102,"2025-03-12",17,17.952,0.5259,0.00085,0.00294,TRUE,TRUE
"gear",102,"2025-03-12",22,17.952,0.7111,0.00085,0.00294,TRUE,TRUE
"gear",104,"2025-03-14",13,17.952,0.3459,0.00085,0.00294,TRUE,TRUE
"gear",104,"2025-03-14",18,17.952,0.5674,0.00085,0.00294,TRUE,TRUE
"gear",104,"2025-03-14",33,17.952,0.9243,0.00085,0.00294,FALSE,TRUE
"gear",105,"2025-03-15",6,50.597,0.0026,2e-05,7e-05,FALSE,FALSE
"gear",105,"2025-03-15",14,50.597,0.03,2e-05,7e-05,FALSE,TRUE
"gear",105,"2025-03-15",29,50.597,0.202,2e-05,7e-05,FALSE,TRUE
"gear",108,"2025-03-18",10,17.952,0.2114,0.00085,0.00294,FALSE,TRUE
"gear",108,"2025-03-18",15,17.952,0.4378,0.00085,0.00294,TRUE,TRUE
"gear",108,"2025-03-18",20,17.952,0.644,0.00085,0.00294,TRUE,TRUE
"gear",109,"2025-03-19",15,17.952,0.4378,0.00085,0.00294,TRUE,TRUE
"gear",109,"2025-03-19",13,17.952,0.3459,0.00085,0.00294,TRUE,TRUE
"gear",109,"2025-03-19",16,17.952,0.4826,0.00085,0.00294,TRUE,TRUE
"gear",110,"2025-03-20",4,17.952,0.0285,0.00085,0.00294,FALSE,TRUE
"gear",110,"2025-03-20",4,17.952,0.0285,0.00085,0.00294,FALSE,TRUE
"gear",110,"2025-03-20",1,17.952,0.0023,0.00085,0.00294,FALSE,FALSE
"gear",111,"2025-03-21",14,17.952,0.3921,0.00085,0.00294,TRUE,TRUE
"gear",111,"2025-03-21",8,17.952,0.1329,0.00085,0.00294,FALSE,TRUE
"gear",111,"2025-03-21",9,17.952,0.1705,0.00085,0.00294,FALSE,TRUE
"gear",112,"2025-03-22",56,50.597,0.6444,2e-05,7e-05,TRUE,TRUE
"gear",112,"2025-03-22",63,50.597,0.7311,2e-05,7e-05,TRUE,TRUE
"gear",112,"2025-03-22",65,50.597,0.7528,2e-05,7e-05,FALSE,TRUE
"gear",115,"2025-03-25",40,17.952,0.9713,0.00085,0.00294,FALSE,TRUE
"gear",115,"2025-03-25",22,17.952,0.7111,0.00085,0.00294,TRUE,TRUE
"gear",115,"2025-03-25",13,17.952,0.3459,0.00085,0.00294,TRUE,TRUE
"gear",117,"2025-03-27",18,17.952,0.5674,0.00085,0.00294,TRUE,TRUE
"gear",117,"2025-03-27",13,17.952,0.3459,0.00085,0.00294,TRUE,TRUE
"gear",117,"2025-03-27",17,17.952,0.5259,0.00085,0.00294,TRUE,TRUE
"gear",118,"2025-03-28",17,17.952,0.5259,0.00085,0.00294,TRUE,TRUE
"gear",118,"2025-03-28",33,17.952,0.9243,0.00085,0.00294,FALSE,TRUE
"gear",118,"2025-03-28",31,17.952,0.9016,0.00085,0.00294,FALSE,TRUE
"gear",119,"2025-03-29",91,50.597,0.9266,2e-05,7e-05,FALSE,TRUE
"gear",119,"2025-03-29",151,50.597,0.9973,2e-05,7e-05,FALSE,FALSE
"gear",119,"2025-03-29",161,50.597,0.9985,2e-05,7e-05,FALSE,FALSE
"gear",122,"2025-04-01",54,36.187,0.8421,7e-05,0.00026,FALSE,TRUE
"gear",122,"2025-04-01",62,36.187,0.9066,7e-05,0.00026,FALSE,TRUE
"gear",122,"2025-04-01",68,36.187,0.9383,7e-05,0.00026,FALSE,TRUE
"gear",123,"2025-04-02",9,36.187,0.0251,7e-05,0.00026,FALSE,TRUE
"gear",123,"2025-04-02",18,36.187,0.15,7e-05,0.00026,FALSE,TRUE
"gear",123,"2025-04-02",39,36.187,0.623,7e-05,0.00026,TRUE,TRUE
"gear",124,"2025-04-03",36,36.187,0.5618,7e-05,0.00026,TRUE,TRUE
