"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"gear",1,1,"2024-12-01",76,-4.6119,0.0849,0.194,-4.6191
"gear",2,3,"2024-12-03",27,-3.6151,0.0694,0.018,-3.6199
"gear",3,4,"2024-12-04",30,-3.7849,0.1083,0.045,-3.7967
"gear",4,5,"2024-12-05",20,-3.3676,0.0798,0.084,-3.374
"gear",5,6,"2024-12-06",25,-3.5203,0.0526,0.059,-3.5231
"gear",6,7,"2024-12-07",31,-4.6556,0.271,0.073,-4.7292
"gear",7,10,"2024-12-10",23,-3.4432,0.0522,0.108,-3.4459
"gear",8,11,"2024-12-11",20,-3.3676,0.0798,0.084,-3.374
"gear",9,12,"2024-12-12",39,-4.4413,0.2485,0.083,-4.5034
"gear",10,13,"2024-12-13",22,-3.4122,0.0587,0.047,-3.4157
"gear",11,14,"2024-12-14",37,-4.4788,0.2254,0.032,-4.5298
"gear",12,15,"2024-12-15",33,-4.5863,0.2553,0.059,-4.6517
"gear",13,18,"2024-12-18",32,-3.9138,0.1378,0.044,-3.9328
"gear",14,20,"2024-12-20",22,-3.4122,0.0587,0.047,-3.4157
"gear",15,21,"2024-12-21",20,-5.3042,0.3708,0.047,-5.442
"gear",16,22,"2024-12-22",19,-5.3946,0.3818,0.058,-5.5407
"gear",17,23,"2024-12-23",29,-3.7249,0.0944,0.044,-3.7339
"gear",18,24,"2024-12-24",31,-3.8479,0.1228,0.04,-3.8631
"gear",19,26,"2024-12-26",33,-3.9823,0.153,0.04,-4.0058
"gear",20,27,"2024-12-27",50,-5.435,0.4338,0.09,-5.6245
"gear",21,28,"2024-12-28",58,-4.3643,0.0897,0.053,-4.3723
"gear",22,31,"2024-12-31",96,-5.0254,0.2947,0.247,-5.1152
"gear",23,32,"2025-01-01",55,-4.4849,0.2396,0.106,-4.5429
"gear",24,33,"2025-01-02",28,-3.6389,0.0634,0.042,-3.6429
"gear",25,34,"2025-01-03",55,-5.6702,0.4651,0.121,-5.8874
"gear",26,35,"2025-01-04",39,-4.5485,0.2281,0.015,-4.6007
"gear",27,38,"2025-01-07",19,-3.4075,0.1095,0.013,-3.4196
"gear",28,39,"2025-01-08",29,-3.6866,0.0735,0.012,-3.6921
"gear",29,40,"2025-01-09",35,-4.0353,0.1532,0.066,-4.0588
"gear",30,41,"2025-01-10",34,-3.9707,0.1388,0.053,-3.99
"gear",31,42,"2025-01-11",149,-6.5675,0.535,0.237,-6.8582
"gear",32,45,"2025-01-14",50,-5.2157,0.3843,0.091,-5.3639
"gear",33,47,"2025-01-16",16,-3.4451,0.1524,-0.008,-3.4684
"gear",34,48,"2025-01-17",47,-4.9547,0.3365,0.073,-5.0683
"gear",35,49,"2025-01-18",62,-4.4264,0.0873,0.096,-4.4341
"gear",36,52,"2025-01-21",16,-3.4451,0.1524,-0.008,-3.4684
"gear",37,53,"2025-01-22",8,-4.1234,0.2925,-0.045,-4.2091
"gear",38,54,"2025-01-23",16,-3.4451,0.1524,-0.008,-3.4684
"gear",39,55,"2025-01-24",9,-3.9672,0.2717,-0.042,-4.0411
"gear",40,56,"2025-01-25",68,-4.4808,0.0649,0.081,-4.485
"gear",41,60,"2025-01-29",32,-3.8487,0.111,0.044,-3.8611
"gear",42,61,"2025-01-30",24,-3.4862,0.0549,0.003,-3.4893
