"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,2,0.958339131857549,5.998,6,62.9605,0.0540798435420913,1.02315932894688,FALSE
2,2000,3,0.958579623461021,5.9975,6,62.9625,0.0588004517479423,0.955037711547235,FALSE
3,2000,2,0.95913462110986,5.999,6,62.976,0.0564092275465787,0.94378010586691,FALSE
4,2000,1,0.960244429179818,5.9995,6,62.9945,0.054964365324775,0.958064176693241,FALSE
