"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"trailer",2,"2024-09-17",5,4.383,0.6518,0.05785,0.10833,TRUE,TRUE
"trailer",3,"2024-09-18",9,4.383,0.9184,0.05785,0.10833,FALSE,TRUE
"trailer",4,"2024-09-19",3,4.383,0.3823,0.05785,0.10833,TRUE,TRUE
"trailer",5,"2024-09-20",1,4.383,0.112,0.05785,0.10833,FALSE,TRUE
"trailer",5,"2024-09-20",0,4.383,0.0289,0.05785,0.10833,FALSE,TRUE
"trailer",9,"2024-09-24",3,4.383,0.3823,0.05785,0.10833,TRUE,TRUE
"trailer",12,"2024-09-27",5,4.383,0.6518,0.05785,0.10833,TRUE,TRUE
"trailer",13,"2024-09-28",12,9.356,0.7402,0.01433,0.02749,TRUE,TRUE
"trailer",16,"2024-10-01",7,3.625,0.8918,0.08216,0.14198,FALSE,TRUE
"trailer",18,"2024-10-03",4,3.625,0.6248,0.08216,0.14198,TRUE,TRUE
"trailer",19,"2024-10-04",5,3.625,0.7445,0.08216,0.14198,TRUE,TRUE
"trailer",20,"2024-10-05",12,7.702,0.8369,0.02125,0.03985,FALSE,TRUE
"trailer",23,"2024-10-08",0,3.625,0.0411,0.08216,0.14198,FALSE,TRUE
"trailer",24,"2024-10-09",3,3.625,0.4749,0.08216,0.14198,TRUE,TRUE
"trailer",26,"2024-10-11",3,3.625,0.4749,0.08216,0.14198,TRUE,TRUE
"trailer",27,"2024-10-12",9,7.702,0.6723,0.02125,0.03985,TRUE,TRUE
"trailer",28,"2024-10-13",7,7.702,0.5107,0.02125,0.03985,TRUE,TRUE
"trailer",30,"2024-10-15",2,0.934,0.8364,0.44257,0.31922,FALSE,TRUE
"trailer",31,"2024-10-16",2,0.934,0.8364,0.44257,0.31922,FALSE,TRUE
"trailer",32,"2024-10-17",2,0.934,0.8364,0.44257,0.31922,FALSE,TRUE
"trailer",33,"2024-10-18",1,0.934,0.6022,0.44257,0.31922,TRUE,TRUE
"trailer",34,"2024-10-19",0,2.005,0.1089,0.21778,0.26169,FALSE,TRUE
"trailer",36,"2024-10-21",1,0.934,0.6022,0.44257,0.31922,TRUE,TRUE
"trailer",37,"2024-10-22",0,0.934,0.2213,0.44257,0.31922,FALSE,TRUE
"trailer",38,"2024-10-23",0,0.934,0.2213,0.44257,0.31922,FALSE,TRUE
"trailer",39,"2024-10-24",2,0.934,0.8364,0.44257,0.31922,FALSE,TRUE
"trailer",40,"2024-10-25",0,0.934,0.2213,0.44257,0.31922,FALSE,TRUE
"trailer",41,"2024-10-26",1,2.005,0.3486,0.21778,0.26169,TRUE,TRUE
"trailer",45,"2024-10-30",1,1.159,0.5422,0.38673,0.31085,TRUE,TRUE
"trailer",47,"2024-11-01",2,1.159,0.7814,0.38673,0.31085,FALSE,TRUE
"trailer",51,"2024-11-05",0,1.159,0.1934,0.38673,0.31085,FALSE,TRUE
"trailer",52,"2024-11-06",1,1.159,0.5422,0.38673,0.31085,TRUE,TRUE
"trailer",53,"2024-11-07",4,1.159,0.9581,0.38673,0.31085,FALSE,TRUE
"trailer",54,"2024-11-08",1,1.159,0.5422,0.38673,0.31085,TRUE,TRUE
"trailer",55,"2024-11-09",0,2.483,0.0898,0.17955,0.22859,FALSE,TRUE
"trailer",58,"2024-11-12",0,0.217,0.4127,0.82541,0.14171,TRUE,TRUE
"trailer",59,"2024-11-13",0,0.217,0.4127,0.82541,0.14171,TRUE,TRUE
"trailer",60,"2024-11-14",0,0.217,0.4127,0.82541,0.14171,TRUE,TRUE
"trailer",65,"2024-11-19",0,0.217,0.4127,0.82541,0.14171,TRUE,TRUE
"trailer",66,"2024-11-20",0,0.217,0.4127,0.82541,0.14171,TRUE,TRUE
"trailer",67,"2024-11-21",0,0.217,0.4127,0.82541,0.14171,TRUE,TRUE
"trailer",68,"2024-11-22",0,0.217,0.4127,0.82541,0.14171,TRUE,TRUE
"trailer",72,"2024-11-26",1,1.091,0.5879,0.44492,0.28599,TRUE,TRUE
"trailer",76,"2024-11-30",2,2.285,0.5721,0.24082,0.2413,TRUE,TRUE
"osp",3,"2024-09-18",23,13.472,0.846,0.02381,0.03284,FALSE,TRUE
"osp",4,"2024-09-19",11,12.95,0.5296,0.02509,0.03479,TRUE,TRUE
"osp",5,"2024-09-20",8,12.87,0.3889,0.02517,0.03508,TRUE,TRUE
"osp",6,"2024-09-21",53,28.924,0.8749,0.00895,0.01144,FALSE,TRUE
"osp",7,"2024-09-22",58,28.884,0.9016,0.00902,0.0115,FALSE,TRUE
"osp",11,"2024-09-26",8,12.853,0.3917,0.02537,0.03537,TRUE,TRUE
"osp",12,"2024-09-27",5,12.717,0.2342,0.02576,0.03595,FALSE,TRUE
"osp",13,"2024-09-28",12,27.016,0.2572,0.00965,0.01256,TRUE,TRUE
"osp",14,"2024-09-29",18,27.339,0.4078,0.00954,0.01235,TRUE,TRUE
"osp",15,"2024-09-30",18,11.264,0.8203,0.03086,0.0434,FALSE,TRUE
"osp",17,"2024-10-02",5,10.684,0.2971,0.03318,0.04706,TRUE,TRUE
"osp",20,"2024-10-05",31,23.484,0.7493,0.0113,0.0151,TRUE,TRUE
"osp",24,"2024-10-09",5,10.673,0.297,0.03309,0.047,TRUE,TRUE
"osp",26,"2024-10-11",3,10.647,0.1694,0.03338,0.04746,FALSE,TRUE
