"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,3,0.974633288132735,5.974,6,62.58,0.0849934175346431,0.915330722806521,FALSE
2,2000,3,0.963060673326964,5.3615,6,46.914,0.0974345814109467,0.928249256501829,FALSE
3,2000,3,0.94986837115428,4.998,5,30.9835,0.11876902729382,0.910493190101373,FALSE
4,2000,10,0.932446397535114,4.987,6,30.8725,0.118447728622181,0.947022511074515,FALSE
