"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"trailer",2,"2024-12-02",1,1.518,0.513,0.38968,0.24667,TRUE,TRUE
"trailer",3,"2024-12-03",2,1.518,0.7102,0.38968,0.24667,TRUE,TRUE
"trailer",4,"2024-12-04",5,1.518,0.9382,0.38968,0.24667,FALSE,TRUE
"trailer",5,"2024-12-05",3,1.518,0.8277,0.38968,0.24667,FALSE,TRUE
"trailer",6,"2024-12-06",2,1.518,0.7102,0.38968,0.24667,TRUE,TRUE
"trailer",7,"2024-12-07",2,2.481,0.5636,0.27702,0.21087,TRUE,TRUE
"trailer",10,"2024-12-10",1,1.518,0.513,0.38968,0.24667,TRUE,TRUE
"trailer",11,"2024-12-11",0,1.518,0.1948,0.38968,0.24667,FALSE,TRUE
"trailer",12,"2024-12-12",1,1.518,0.513,0.38968,0.24667,TRUE,TRUE
"trailer",13,"2024-12-13",0,1.518,0.1948,0.38968,0.24667,FALSE,TRUE
"trailer",14,"2024-12-14",0,2.481,0.1385,0.27702,0.21087,FALSE,TRUE
"trailer",15,"2024-12-15",2,2.481,0.5636,0.27702,0.21087,TRUE,TRUE
"trailer",18,"2024-12-18",4,1.518,0.8971,0.38968,0.24667,FALSE,TRUE
"trailer",20,"2024-12-20",1,1.518,0.513,0.38968,0.24667,TRUE,TRUE
"trailer",21,"2024-12-21",1,2.481,0.3825,0.27702,0.21087,TRUE,TRUE
"trailer",22,"2024-12-22",1,2.481,0.3825,0.27702,0.21087,TRUE,TRUE
"trailer",23,"2024-12-23",2,1.518,0.7102,0.38968,0.24667,TRUE,TRUE
"trailer",24,"2024-12-24",1,1.518,0.513,0.38968,0.24667,TRUE,TRUE
"trailer",26,"2024-12-26",0,1.518,0.1948,0.38968,0.24667,FALSE,TRUE
"trailer",27,"2024-12-27",2,1.518,0.7102,0.38968,0.24667,TRUE,TRUE
"trailer",28,"2024-12-28",5,2.481,0.8471,0.27702,0.21087,FALSE,TRUE
"trailer",31,"2024-12-31",2,4.172,0.4169,0.18926,0.16201,TRUE,TRUE
"trailer",32,"2025-01-01",3,3.28,0.6132,0.23197,0.18619,TRUE,TRUE
"trailer",33,"2025-01-02",0,1.194,0.2254,0.4509,0.25444,FALSE,TRUE
"trailer",34,"2025-01-03",0,1.194,0.2254,0.4509,0.25444,FALSE,TRUE
"trailer",35,"2025-01-04",0,1.955,0.1656,0.33127,0.23078,FALSE,TRUE
"trailer",38,"2025-01-07",0,1.194,0.2254,0.4509,0.25444,FALSE,TRUE
"trailer",39,"2025-01-08",4,1.194,0.9339,0.4509,0.25444,FALSE,TRUE
"trailer",40,"2025-01-09",1,1.194,0.5781,0.4509,0.25444,TRUE,TRUE
"trailer",41,"2025-01-10",1,1.194,0.5781,0.4509,0.25444,TRUE,TRUE
"trailer",42,"2025-01-11",1,1.955,0.4467,0.33127,0.23078,TRUE,TRUE
"trailer",45,"2025-01-14",5,1.194,0.9637,0.4509,0.25444,FALSE,TRUE
"trailer",47,"2025-01-16",0,1.194,0.2254,0.4509,0.25444,FALSE,TRUE
"trailer",48,"2025-01-17",3,1.194,0.8782,0.4509,0.25444,FALSE,TRUE
"trailer",49,"2025-01-18",4,1.955,0.845,0.33127,0.23078,FALSE,TRUE
"trailer",52,"2025-01-21",1,1.194,0.5781,0.4509,0.25444,TRUE,TRUE
"trailer",53,"2025-01-22",1,1.194,0.5781,0.4509,0.25444,TRUE,TRUE
"trailer",54,"2025-01-23",0,1.194,0.2254,0.4509,0.25444,FALSE,TRUE
"trailer",55,"2025-01-24",1,1.194,0.5781,0.4509,0.25444,TRUE,TRUE
"trailer",56,"2025-01-25",1,1.955,0.4467,0.33127,0.23078,TRUE,TRUE
"trailer",60,"2025-01-29",3,1.194,0.8782,0.4509,0.25444,FALSE,TRUE
"trailer",61,"2025-01-30",0,1.194,0.2254,0.4509,0.25444,FALSE,TRUE
"trailer",62,"2025-01-31",0,1.194,0.2254,0.4509,0.25444,FALSE,TRUE
"trailer",63,"2025-02-01",0,0.921,0.2628,0.52559,0.24986,TRUE,TRUE
"trailer",67,"2025-02-05",0,0.562,0.3219,0.64388,0.2286,TRUE,TRUE
"trailer",68,"2025-02-06",0,0.562,0.3219,0.64388,0.2286,TRUE,TRUE
"trailer",69,"2025-02-07",0,0.562,0.3219,0.64388,0.2286,TRUE,TRUE
"trailer",70,"2025-02-08",2,1.537,0.7169,0.4051,0.24173,TRUE,TRUE
