"fit","data_type","n_obs","n_obs_dropped","n_draws_used","rE_median","R_median","mean_mu","share_poisson","share_nb_overdisp","share_latent","pred_vmr_mean","nb_vmr_mean","ppc_coverage_50","ppc_pit_sd","lever"
"shore_ring_net_only_Dungeness_Kept","gear",52,0,2000,3.86928047312088,1.32210342784732,36.159,0.0668,0.7857,0.1475,12.691,11.149,0.5769,0.2677,"observation NB over-dispersion dominates: lever is r_E / sigma_r_E prior (T1.5 5a; pair with T1.3)"
